case,n,m,metric,profile,method,steps,group,scalar_mobius_xor,scalar_component_xor,scalar_elimination_xor,scalar_coefficient_updates,scalar_rollback_xor,scalar_degree_checks,pivot_checks,delta_candidates,delta_coefficients,word_mobius_xor,word_component_xor,word_elimination_xor,word_coefficient_updates,word_rollback_xor,word_degree_checks,top_guard_checks,top_guard_kept,top_guard_fallback,degree_drops,scalar_guard_checks,scalar_guard_kept,scalar_guard_fallback,scalar_degree_drops
random_n10_03,10,10,max,high,reference-proposed,256,random,0,0,0,1138008,0,691,0,296112,228176,0,0,0,0,0,0,0,0,0,0,2214,1107,168,2
random_n10_03,10,10,spectrum,natural,reference,128,random,6553600,671088640,0,0,0,134086656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n10_03,10,10,spectrum,natural,reference-proposed,128,random,0,0,0,6173696,0,14483,0,14420,12058,0,0,0,0,0,0,0,0,0,0,123846,61916,3566,54
random_n10_03,10,10,spectrum,high,reference,128,random,6553600,671088640,0,0,0,134086656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n10_03,10,10,spectrum,high,reference-proposed,128,random,0,0,0,58413056,0,33718,0,148056,114088,0,0,0,0,0,0,0,0,0,0,114050,56958,8508,69
random_n10_04,10,10,min,static,reference,128,random,6553600,671088640,0,0,0,134086656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n10_04,10,10,min,static,reference-proposed,128,random,6553600,0,2621440,0,0,0,10368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n10_04,10,10,max,natural,reference,2048,random,104857600,0,0,0,0,20971520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n10_04,10,10,max,natural,reference-proposed,2048,random,0,0,0,842540,0,2293,0,191536,163536,0,0,0,0,0,0,0,0,0,0,19503,9678,534,16
random_n10_04,10,10,max,high,reference,256,random,13107200,0,0,0,0,2621440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n10_04,10,10,max,high,reference-proposed,256,random,0,0,0,1116784,0,574,0,296112,228176,0,0,0,0,0,0,0,0,0,0,2194,1091,159,0
random_n10_04,10,10,spectrum,natural,reference,128,random,6553600,671088640,0,0,0,134086656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n10_04,10,10,spectrum,natural,reference-proposed,128,random,0,0,0,5233152,0,13327,0,11971,10221,0,0,0,0,0,0,0,0,0,0,124672,62288,3176,72
random_n10_04,10,10,spectrum,high,reference,128,random,6553600,671088640,0,0,0,134086656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n10_04,10,10,spectrum,high,reference-proposed,128,random,0,0,0,58413056,0,33477,0,148056,114088,0,0,0,0,0,0,0,0,0,0,114028,57012,8464,60
random_n10_05,10,10,min,static,reference,128,random,6553600,671088640,0,0,0,134086656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n10_05,10,10,min,static,reference-proposed,128,random,6553600,0,1835008,0,0,0,9984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n10_05,10,10,max,natural,reference,2048,random,104857600,0,0,0,0,20971520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n10_05,10,10,max,natural,reference-proposed,2048,random,0,0,0,966860,0,2330,0,245632,203424,0,0,0,0,0,0,0,0,0,0,18785,9370,597,12
random_n10_05,10,10,max,high,reference,256,random,13107200,0,0,0,0,2621440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n10_05,10,10,max,high,reference-proposed,256,random,0,0,0,1120840,0,665,0,296112,228176,0,0,0,0,0,0,0,0,0,0,2205,1090,171,0
random_n10_05,10,10,spectrum,natural,reference,128,random,6553600,671088640,0,0,0,134086656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n10_05,10,10,spectrum,natural,reference-proposed,128,random,0,0,0,6509568,0,15184,0,15352,12714,0,0,0,0,0,0,0,0,0,0,123577,61569,3900,66
random_n10_05,10,10,spectrum,high,reference,128,random,6553600,671088640,0,0,0,134086656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n10_05,10,10,spectrum,high,reference-proposed,128,random,0,0,0,58413056,0,34047,0,148056,114088,0,0,0,0,0,0,0,0,0,0,114283,57019,8456,61
random_n10_06,10,10,min,static,reference,128,random,6553600,671088640,0,0,0,134086656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n10_06,10,10,min,static,reference-proposed,128,random,6553600,0,1966080,0,0,0,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n10_06,10,10,max,natural,reference,2048,random,104857600,0,0,0,0,20971520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n10_06,10,10,max,natural,reference-proposed,2048,random,0,0,0,939948,0,1541,0,213664,183392,0,0,0,0,0,0,0,0,0,0,19836,9960,390,7
random_n10_06,10,10,max,high,reference,256,random,13107200,0,0,0,0,2621440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n10_06,10,10,max,high,reference-proposed,256,random,0,0,0,1102384,0,717,0,296112,228176,0,0,0,0,0,0,0,0,0,0,2149,1072,173,0
random_n10_06,10,10,spectrum,natural,reference,128,random,6553600,671088640,0,0,0,134086656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n10_06,10,10,spectrum,natural,reference-proposed,128,random,0,0,0,5868544,0,10813,0,13354,11462,0,0,0,0,0,0,0,0,0,0,125666,62912,2576,49
random_n10_06,10,10,spectrum,high,reference,128,random,6553600,671088640,0,0,0,134086656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n10_06,10,10,spectrum,high,reference-proposed,128,random,0,0,0,58413056,0,33735,0,148056,114088,0,0,0,0,0,0,0,0,0,0,114017,56989,8476,71
random_n10_07,10,10,min,static,reference,128,random,6553600,671088640,0,0,0,134086656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n10_07,10,10,min,static,reference-proposed,128,random,6553600,0,2621440,0,0,0,8960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n10_07,10,10,max,natural,reference,2048,random,104857600,0,0,0,0,20971520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n10_07,10,10,max,natural,reference-proposed,2048,random,0,0,0,1278440,0,2377,0,295488,247488,0,0,0,0,0,0,0,0,0,0,19865,9960,595,10
random_n10_07,10,10,max,high,reference,256,random,13107200,0,0,0,0,2621440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n10_07,10,10,max,high,reference-proposed,256,random,0,0,0,1145736,0,635,0,296112,228176,0,0,0,0,0,0,0,0,0,0,2233,1113,169,1
random_n10_07,10,10,spectrum,natural,reference,128,random,6553600,671088640,0,0,0,134086656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n10_07,10,10,spectrum,natural,reference-proposed,128,random,0,0,0,7919616,0,15331,0,18468,15468,0,0,0,0,0,0,0,0,0,0,123509,61668,3805,63
random_n10_07,10,10,spectrum,high,reference,128,random,6553600,671088640,0,0,0,134086656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n10_07,10,10,spectrum,high,reference-proposed,128,random,0,0,0,58413056,0,33673,0,148056,114088,0,0,0,0,0,0,0,0,0,0,114012,56968,8492,77
random_n10_08,10,10,min,static,reference,128,random,6553600,671088640,0,0,0,134086656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n10_08,10,10,min,static,reference-proposed,128,random,6553600,0,2359296,0,0,0,10496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n10_08,10,10,max,natural,reference,2048,random,104857600,0,0,0,0,20971520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n10_08,10,10,max,natural,reference-proposed,2048,random,0,0,0,909648,0,2111,0,215120,181456,0,0,0,0,0,0,0,0,0,0,18914,9437,540,11
random_n10_08,10,10,max,high,reference,256,random,13107200,0,0,0,0,2621440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n10_08,10,10,max,high,reference-proposed,256,random,0,0,0,1114936,0,633,0,296112,228176,0,0,0,0,0,0,0,0,0,0,2225,1077,171,0
random_n10_08,10,10,spectrum,natural,reference,128,random,6553600,671088640,0,0,0,134086656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n10_08,10,10,spectrum,natural,reference-proposed,128,random,0,0,0,5806592,0,14373,0,13445,11341,0,0,0,0,0,0,0,0,0,0,123665,61725,3744,67
random_n10_08,10,10,spectrum,high,reference,128,random,6553600,671088640,0,0,0,134086656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n10_08,10,10,spectrum,high,reference-proposed,128,random,0,0,0,58413056,0,33210,0,148056,114088,0,0,0,0,0,0,0,0,0,0,114024,57012,8460,62
random_n10_09,10,10,min,static,reference,128,random,6553600,671088640,0,0,0,134086656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n10_09,10,10,min,static,reference-proposed,128,random,6553600,0,3276800,0,0,0,8960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n10_09,10,10,max,natural,reference,2048,random,104857600,0,0,0,0,20971520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n10_09,10,10,max,natural,reference-proposed,2048,random,0,0,0,931398,0,2061,0,223776,186848,0,0,0,0,0,0,0,0,0,0,19189,9648,472,10
random_n10_09,10,10,max,high,reference,256,random,13107200,0,0,0,0,2621440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n10_09,10,10,max,high,reference-proposed,256,random,0,0,0,1100672,0,764,0,296112,228176,0,0,0,0,0,0,0,0,0,0,2176,1043,191,3
random_n10_09,10,10,spectrum,natural,reference,128,random,6553600,671088640,0,0,0,134086656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n10_09,10,10,spectrum,natural,reference-proposed,128,random,0,0,0,5979136,0,14021,0,13986,11678,0,0,0,0,0,0,0,0,0,0,124402,62166,3292,79
random_n10_09,10,10,spectrum,high,reference,128,random,6553600,671088640,0,0,0,134086656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n10_09,10,10,spectrum,high,reference-proposed,128,random,0,0,0,58413056,0,33833,0,148056,114088,0,0,0,0,0,0,0,0,0,0,114035,56991,8492,53
random_n11_00,11,11,min,static,reference,32,random,3964928,738197504,0,0,0,134152192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n11_00,11,11,min,static,reference-proposed,32,random,3964928,0,1376256,0,0,0,2912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n11_00,11,11,max,natural,reference,1312,random,162562048,0,0,0,0,29556736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n11_00,11,11,max,natural,reference-proposed,1312,random,0,0,0,1035860,0,671,0,221646,201064,0,0,0,0,0,0,0,0,0,0,12611,6282,154,0
random_n11_00,11,11,max,high,reference,192,random,23789568,0,0,0,0,4325376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n11_00,11,11,max,high,reference-proposed,192,random,0,0,0,1641280,0,924,0,480384,306048,0,0,0,0,0,0,0,0,0,0,1599,788,238,0
random_n11_00,11,11,spectrum,natural,reference,32,random,3964928,738197504,0,0,0,134152192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n11_00,11,11,spectrum,natural,reference-proposed,32,random,0,0,0,5021696,0,3569,0,5406,4904,0,0,0,0,0,0,0,0,0,0,63423,31948,805,13
random_n11_00,11,11,spectrum,high,reference,32,random,3964928,738197504,0,0,0,134152192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n11_00,11,11,spectrum,high,reference-proposed,32,random,0,0,0,52232192,0,28552,0,80064,51008,0,0,0,0,0,0,0,0,0,0,50993,25489,7264,13
random_n11_01,11,11,min,static,reference,32,random,3964928,738197504,0,0,0,134152192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n11_01,11,11,min,static,reference-proposed,32,random,3964928,0,1638400,0,0,0,2752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n11_01,11,11,max,natural,reference,1312,random,162562048,0,0,0,0,29556736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n11_01,11,11,max,natural,reference-proposed,1312,random,0,0,0,666496,0,1391,0,152684,127920,0,0,0,0,0,0,0,0,0,0,13254,6932,366,0
random_n11_01,11,11,max,high,reference,192,random,23789568,0,0,0,0,4325376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n11_01,11,11,max,high,reference-proposed,192,random,0,0,0,1693888,0,921,0,480384,306048,0,0,0,0,0,0,0,0,0,0,1643,837,225,0
random_n11_01,11,11,spectrum,natural,reference,32,random,3964928,738197504,0,0,0,134152192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n11_01,11,11,spectrum,natural,reference-proposed,32,random,0,0,0,3194880,0,7884,0,3724,3120,0,0,0,0,0,0,0,0,0,0,61284,30644,2108,14
random_n11_01,11,11,spectrum,high,reference,32,random,3964928,738197504,0,0,0,134152192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n11_01,11,11,spectrum,high,reference-proposed,32,random,0,0,0,52232192,0,28528,0,80064,51008,0,0,0,0,0,0,0,0,0,0,50988,25484,7264,20
random_n11_02,11,11,min,static,reference,32,random,3964928,738197504,0,0,0,134152192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n11_02,11,11,min,static,reference-proposed,32,random,3964928,0,1638400,0,0,0,2976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n11_02,11,11,max,natural,reference,1312,random,162562048,0,0,0,0,29556736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n11_02,11,11,max,natural,reference-proposed,1312,random,0,0,0,948392,0,1061,0,207788,179416,0,0,0,0,0,0,0,0,0,0,13643,6756,287,7
random_n11_02,11,11,max,high,reference,192,random,23789568,0,0,0,0,4325376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n11_02,11,11,max,high,reference-proposed,192,random,0,0,0,1572416,0,969,0,480384,306048,0,0,0,0,0,0,0,0,0,0,1537,753,244,0
random_n11_02,11,11,spectrum,natural,reference,32,random,3964928,738197504,0,0,0,134152192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n11_02,11,11,spectrum,natural,reference-proposed,32,random,0,0,0,4481024,0,4907,0,5068,4376,0,0,0,0,0,0,0,0,0,0,63142,31548,1198,21
random_n11_02,11,11,spectrum,high,reference,32,random,3964928,738197504,0,0,0,134152192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n11_02,11,11,spectrum,high,reference-proposed,32,random,0,0,0,52232192,0,28547,0,80064,51008,0,0,0,0,0,0,0,0,0,0,50991,25487,7264,16
random_n11_03,11,11,min,static,reference,32,random,3964928,738197504,0,0,0,134152192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n11_03,11,11,min,static,reference-proposed,32,random,3964928,0,1703936,0,0,0,2880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n11_03,11,11,max,natural,reference,1312,random,162562048,0,0,0,0,29556736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n11_03,11,11,max,natural,reference-proposed,1312,random,0,0,0,800160,0,1280,0,187288,164492,0,0,0,0,0,0,0,0,0,0,13091,6505,300,0
random_n11_03,11,11,max,high,reference,192,random,23789568,0,0,0,0,4325376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n11_03,11,11,max,high,reference-proposed,192,random,0,0,0,1650432,0,887,0,480384,306048,0,0,0,0,0,0,0,0,0,0,1623,799,233,0
random_n11_03,11,11,spectrum,natural,reference,32,random,3964928,738197504,0,0,0,134152192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n11_03,11,11,spectrum,natural,reference-proposed,32,random,0,0,0,4108288,0,4880,0,4568,4012,0,0,0,0,0,0,0,0,0,0,63275,31629,1122,16
random_n11_03,11,11,spectrum,high,reference,32,random,3964928,738197504,0,0,0,134152192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n11_03,11,11,spectrum,high,reference-proposed,32,random,0,0,0,52232192,0,28555,0,80064,51008,0,0,0,0,0,0,0,0,0,0,50992,25488,7264,16
random_n11_04,11,11,min,static,reference,32,random,3964928,738197504,0,0,0,134152192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n11_04,11,11,min,static,reference-proposed,32,random,3964928,0,1638400,0,0,0,2944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n11_04,11,11,max,natural,reference,1312,random,162562048,0,0,0,0,29556736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n11_04,11,11,max,natural,reference-proposed,1312,random,0,0,0,1160956,0,1130,0,226648,192700,0,0,0,0,0,0,0,0,0,0,14842,7299,286,0
random_n11_04,11,11,max,high,reference,192,random,23789568,0,0,0,0,4325376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n11_04,11,11,max,high,reference-proposed,192,random,0,0,0,1749696,0,907,0,480384,306048,0,0,0,0,0,0,0,0,0,0,1688,868,233,0
random_n11_04,11,11,spectrum,natural,reference,32,random,3964928,738197504,0,0,0,134152192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n11_04,11,11,spectrum,natural,reference-proposed,32,random,0,0,0,4812800,0,5526,0,5528,4700,0,0,0,0,0,0,0,0,0,0,63027,31505,1246,14
random_n11_04,11,11,spectrum,high,reference,32,random,3964928,738197504,0,0,0,134152192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n11_04,11,11,spectrum,high,reference-proposed,32,random,0,0,0,52232192,0,28224,0,80064,51008,0,0,0,0,0,0,0,0,0,0,50991,25551,7200,14
random_n11_05,11,11,min,static,reference,32,random,3964928,738197504,0,0,0,134152192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n11_05,11,11,min,static,reference-proposed,32,random,3964928,0,1638400,0,0,0,2848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n11_05,11,11,max,natural,reference,1312,random,162562048,0,0,0,0,29556736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n11_05,11,11,max,natural,reference-proposed,1312,random,0,0,0,1047354,0,1494,0,200736,176464,0,0,0,0,0,0,0,0,0,0,13774,6804,371,4
random_n11_05,11,11,max,high,reference,192,random,23789568,0,0,0,0,4325376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n11_05,11,11,max,high,reference-proposed,192,random,0,0,0,1798656,0,969,0,480384,306048,0,0,0,0,0,0,0,0,0,0,1761,861,258,0
random_n11_05,11,11,spectrum,natural,reference,32,random,3964928,738197504,0,0,0,134152192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n11_05,11,11,spectrum,natural,reference-proposed,32,random,0,0,0,4407296,0,5199,0,4896,4304,0,0,0,0,0,0,0,0,0,0,62712,31364,1389,15
random_n11_05,11,11,spectrum,high,reference,32,random,3964928,738197504,0,0,0,134152192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n11_05,11,11,spectrum,high,reference-proposed,32,random,0,0,0,52232192,0,28553,0,80064,51008,0,0,0,0,0,0,0,0,0,0,50992,25488,7264,15
random_n11_06,11,11,min,static,reference,32,random,3964928,738197504,0,0,0,134152192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n11_06,11,11,min,static,reference-proposed,32,random,3964928,0,1245184,0,0,0,2912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n11_06,11,11,max,natural,reference,1312,random,162562048,0,0,0,0,29556736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n11_06,11,11,max,natural,reference-proposed,1312,random,0,0,0,830308,0,1349,0,203524,161704,0,0,0,0,0,0,0,0,0,0,12832,6426,342,0
random_n11_06,11,11,max,high,reference,192,random,23789568,0,0,0,0,4325376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n11_06,11,11,max,high,reference-proposed,192,random,0,0,0,1510912,0,941,0,480384,306048,0,0,0,0,0,0,0,0,0,0,1463,733,230,0
random_n11_06,11,11,spectrum,natural,reference,32,random,3964928,738197504,0,0,0,134152192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n11_06,11,11,spectrum,natural,reference-proposed,32,random,0,0,0,4038656,0,6910,0,4964,3944,0,0,0,0,0,0,0,0,0,0,61764,30892,1864,12
random_n11_06,11,11,spectrum,high,reference,32,random,3964928,738197504,0,0,0,134152192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n11_06,11,11,spectrum,high,reference-proposed,32,random,0,0,0,52232192,0,28554,0,80064,51008,0,0,0,0,0,0,0,0,0,0,50991,25487,7264,18
random_n11_07,11,11,min,static,reference,32,random,3964928,738197504,0,0,0,134152192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n11_07,11,11,min,static,reference-proposed,32,random,3964928,0,1703936,0,0,0,2688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n11_07,11,11,max,natural,reference,1312,random,162562048,0,0,0,0,29556736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n11_07,11,11,max,natural,reference-proposed,1312,random,0,0,0,893442,0,1773,0,191470,159982,0,0,0,0,0,0,0,0,0,0,12886,6607,444,0
random_n11_07,11,11,max,high,reference,192,random,23789568,0,0,0,0,4325376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n11_07,11,11,max,high,reference-proposed,192,random,0,0,0,1736192,0,1048,0,480384,306048,0,0,0,0,0,0,0,0,0,0,1725,820,267,0
random_n11_07,11,11,spectrum,natural,reference,32,random,3964928,738197504,0,0,0,134152192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n11_07,11,11,spectrum,natural,reference-proposed,32,random,0,0,0,3995648,0,9065,0,4670,3902,0,0,0,0,0,0,0,0,0,0,61020,30486,2266,18
random_n11_07,11,11,spectrum,high,reference,32,random,3964928,738197504,0,0,0,134152192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n11_07,11,11,spectrum,high,reference-proposed,32,random,0,0,0,52232192,0,28527,0,80064,51008,0,0,0,0,0,0,0,0,0,0,50993,25489,7264,14
random_n11_08,11,11,min,static,reference,32,random,3964928,738197504,0,0,0,134152192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n11_08,11,11,min,static,reference-proposed,32,random,3964928,0,1638400,0,0,0,2816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n11_08,11,11,max,natural,reference,1312,random,162562048,0,0,0,0,29556736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n11_08,11,11,max,natural,reference-proposed,1312,random,0,0,0,1001302,0,1465,0,225008,196636,0,0,0,0,0,0,0,0,0,0,13743,6624,408,20
random_n11_08,11,11,max,high,reference,192,random,23789568,0,0,0,0,4325376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n11_08,11,11,max,high,reference-proposed,192,random,0,0,0,1782720,0,1024,0,480384,306048,0,0,0,0,0,0,0,0,0,0,1748,876,242,0
random_n11_08,11,11,spectrum,natural,reference,32,random,3964928,738197504,0,0,0,134152192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n11_08,11,11,spectrum,natural,reference-proposed,32,random,0,0,0,4911104,0,5348,0,5488,4796,0,0,0,0,0,0,0,0,0,0,62586,31382,1372,14
random_n11_08,11,11,spectrum,high,reference,32,random,3964928,738197504,0,0,0,134152192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n11_08,11,11,spectrum,high,reference-proposed,32,random,0,0,0,52232192,0,28542,0,80064,51008,0,0,0,0,0,0,0,0,0,0,50996,25492,7264,12
random_n11_09,11,11,min,static,reference,32,random,3964928,738197504,0,0,0,134152192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n11_09,11,11,min,static,reference-proposed,32,random,3964928,0,1310720,0,0,0,2720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n11_09,11,11,max,natural,reference,1312,random,162562048,0,0,0,0,29556736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n11_09,11,11,max,natural,reference-proposed,1312,random,0,0,0,1064046,0,1086,0,236980,209838,0,0,0,0,0,0,0,0,0,0,13505,6663,294,0
random_n11_09,11,11,max,high,reference,192,random,23789568,0,0,0,0,4325376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n11_09,11,11,max,high,reference-proposed,192,random,0,0,0,1577728,0,888,0,480384,306048,0,0,0,0,0,0,0,0,0,0,1526,769,229,0
random_n11_09,11,11,spectrum,natural,reference,32,random,3964928,738197504,0,0,0,134152192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n11_09,11,11,spectrum,natural,reference-proposed,32,random,0,0,0,5240832,0,5298,0,5780,5118,0,0,0,0,0,0,0,0,0,0,62847,31481,1274,14
random_n11_09,11,11,spectrum,high,reference,32,random,3964928,738197504,0,0,0,134152192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n11_09,11,11,spectrum,high,reference-proposed,32,random,0,0,0,52232192,0,28543,0,80064,51008,0,0,0,0,0,0,0,0,0,0,50993,25489,7264,15
random_n12_00,12,12,min,static,reference,32,random,9437184,3221225472,0,0,0,536739840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n12_00,12,12,min,static,reference-proposed,32,random,9437184,0,3407872,0,0,0,3424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n12_00,12,12,max,natural,reference,1056,random,311427072,0,0,0,0,51904512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n12_00,12,12,max,natural,reference-proposed,1056,random,0,0,0,1314082,0,875,0,237600,213774,0,0,0,0,0,0,0,0,0,0,12720,6169,222,0
random_n12_00,12,12,max,high,reference,96,random,28311552,0,0,0,0,4718592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n12_00,12,12,max,high,reference-proposed,96,random,0,0,0,1826304,0,481,0,480384,306048,0,0,0,0,0,0,0,0,0,0,901,450,126,0
random_n12_00,12,12,spectrum,natural,reference,32,random,9437184,3221225472,0,0,0,536739840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n12_00,12,12,spectrum,natural,reference-proposed,32,random,0,0,0,13266944,0,7665,0,7200,6478,0,0,0,0,0,0,0,0,0,0,127460,63720,1804,13
random_n12_00,12,12,spectrum,high,reference,32,random,9437184,3221225472,0,0,0,536739840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n12_00,12,12,spectrum,high,reference-proposed,32,random,0,0,0,208928768,0,57083,0,160128,102016,0,0,0,0,0,0,0,0,0,0,102001,50993,14528,15
random_n12_01,12,12,min,static,reference,32,random,9437184,3221225472,0,0,0,536739840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n12_01,12,12,min,static,reference-proposed,32,random,9437184,0,3407872,0,0,0,3008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
