case,n,m,metric,profile,method,steps,group,scalar_mobius_xor,scalar_component_xor,scalar_elimination_xor,scalar_coefficient_updates,scalar_rollback_xor,scalar_degree_checks,pivot_checks,delta_candidates,delta_coefficients,word_mobius_xor,word_component_xor,word_elimination_xor,word_coefficient_updates,word_rollback_xor,word_degree_checks,top_guard_checks,top_guard_kept,top_guard_fallback,degree_drops,scalar_guard_checks,scalar_guard_kept,scalar_guard_fallback,scalar_degree_drops
random_n12_01,12,12,max,natural,reference,1056,random,311427072,0,0,0,0,51904512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n12_01,12,12,max,natural,reference-proposed,1056,random,0,0,0,1064514,0,934,0,224268,201366,0,0,0,0,0,0,0,0,0,0,11850,5794,278,0
random_n12_01,12,12,max,high,reference,96,random,28311552,0,0,0,0,4718592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n12_01,12,12,max,high,reference-proposed,96,random,0,0,0,1836416,0,495,0,480384,306048,0,0,0,0,0,0,0,0,0,0,889,450,119,0
random_n12_01,12,12,spectrum,natural,reference,32,random,9437184,3221225472,0,0,0,536739840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n12_01,12,12,spectrum,natural,reference-proposed,32,random,0,0,0,12496896,0,8944,0,6796,6102,0,0,0,0,0,0,0,0,0,0,127007,63383,2136,18
random_n12_01,12,12,spectrum,high,reference,32,random,9437184,3221225472,0,0,0,536739840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n12_01,12,12,spectrum,high,reference-proposed,32,random,0,0,0,208928768,0,57118,0,160128,102016,0,0,0,0,0,0,0,0,0,0,102004,50996,14528,12
random_n12_02,12,12,min,static,reference,32,random,9437184,3221225472,0,0,0,536739840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n12_02,12,12,min,static,reference-proposed,32,random,9437184,0,3801088,0,0,0,3104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n12_02,12,12,max,natural,reference,1056,random,311427072,0,0,0,0,51904512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n12_02,12,12,max,natural,reference-proposed,1056,random,0,0,0,1147212,0,1033,0,219384,186252,0,0,0,0,0,0,0,0,0,0,12284,6005,199,0
random_n12_02,12,12,max,high,reference,96,random,28311552,0,0,0,0,4718592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n12_02,12,12,max,high,reference-proposed,96,random,0,0,0,1870336,0,467,0,480384,306048,0,0,0,0,0,0,0,0,0,0,916,465,123,0
random_n12_02,12,12,spectrum,natural,reference,32,random,9437184,3221225472,0,0,0,536739840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n12_02,12,12,spectrum,natural,reference-proposed,32,random,0,0,0,11558912,0,8002,0,6648,5644,0,0,0,0,0,0,0,0,0,0,127368,63568,1952,15
random_n12_02,12,12,spectrum,high,reference,32,random,9437184,3221225472,0,0,0,536739840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n12_02,12,12,spectrum,high,reference-proposed,32,random,0,0,0,208928768,0,57141,0,160128,102016,0,0,0,0,0,0,0,0,0,0,101995,50987,14528,23
random_n12_03,12,12,min,static,reference,32,random,9437184,3221225472,0,0,0,536739840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n12_03,12,12,min,static,reference-proposed,32,random,9437184,0,3407872,0,0,0,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n12_03,12,12,max,natural,reference,1056,random,311427072,0,0,0,0,51904512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n12_03,12,12,max,natural,reference-proposed,1056,random,0,0,0,1023396,0,980,0,177540,162888,0,0,0,0,0,0,0,0,0,0,12815,6454,212,0
random_n12_03,12,12,max,high,reference,96,random,28311552,0,0,0,0,4718592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n12_03,12,12,max,high,reference-proposed,96,random,0,0,0,1791744,0,448,0,480384,306048,0,0,0,0,0,0,0,0,0,0,875,439,124,0
random_n12_03,12,12,spectrum,natural,reference,32,random,9437184,3221225472,0,0,0,536739840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n12_03,12,12,spectrum,natural,reference-proposed,32,random,0,0,0,10108928,0,7247,0,5380,4936,0,0,0,0,0,0,0,0,0,0,127454,63702,1816,21
random_n12_03,12,12,spectrum,high,reference,32,random,9437184,3221225472,0,0,0,536739840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n12_03,12,12,spectrum,high,reference-proposed,32,random,0,0,0,208928768,0,57046,0,160128,102016,0,0,0,0,0,0,0,0,0,0,102001,50993,14528,16
random_n12_04,12,12,min,static,reference,32,random,9437184,3221225472,0,0,0,536739840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n12_04,12,12,min,static,reference-proposed,32,random,9437184,0,2228224,0,0,0,3232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n12_04,12,12,max,natural,reference,1056,random,311427072,0,0,0,0,51904512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n12_04,12,12,max,natural,reference-proposed,1056,random,0,0,0,1717056,0,1231,0,359304,324126,0,0,0,0,0,0,0,0,0,0,12045,5953,350,0
random_n12_04,12,12,max,high,reference,96,random,28311552,0,0,0,0,4718592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n12_04,12,12,max,high,reference-proposed,96,random,0,0,0,1952128,0,474,0,480384,306048,0,0,0,0,0,0,0,0,0,0,951,482,128,0
random_n12_04,12,12,spectrum,natural,reference,32,random,9437184,3221225472,0,0,0,536739840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n12_04,12,12,spectrum,natural,reference-proposed,32,random,0,0,0,20115456,0,9826,0,10888,9822,0,0,0,0,0,0,0,0,0,0,126143,63035,2484,20
random_n12_04,12,12,spectrum,high,reference,32,random,9437184,3221225472,0,0,0,536739840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n12_04,12,12,spectrum,high,reference-proposed,32,random,0,0,0,208928768,0,55923,0,160128,102016,0,0,0,0,0,0,0,0,0,0,102003,51251,14272,13
random_n12_05,12,12,min,static,reference,32,random,9437184,3221225472,0,0,0,536739840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n12_05,12,12,min,static,reference-proposed,32,random,9437184,0,2621440,0,0,0,3328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n12_05,12,12,max,natural,reference,1056,random,311427072,0,0,0,0,51904512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n12_05,12,12,max,natural,reference-proposed,1056,random,0,0,0,1791922,0,378,0,289740,265056,0,0,0,0,0,0,0,0,0,0,12590,6373,117,0
random_n12_05,12,12,max,high,reference,96,random,28311552,0,0,0,0,4718592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n12_05,12,12,max,high,reference-proposed,96,random,0,0,0,1895552,0,574,0,480384,306048,0,0,0,0,0,0,0,0,0,0,927,451,146,0
random_n12_05,12,12,spectrum,natural,reference,32,random,9437184,3221225472,0,0,0,536739840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n12_05,12,12,spectrum,natural,reference-proposed,32,random,0,0,0,16449536,0,6485,0,8780,8032,0,0,0,0,0,0,0,0,0,0,128046,64022,1496,17
random_n12_05,12,12,spectrum,high,reference,32,random,9437184,3221225472,0,0,0,536739840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n12_05,12,12,spectrum,high,reference-proposed,32,random,0,0,0,208928768,0,57121,0,160128,102016,0,0,0,0,0,0,0,0,0,0,102000,50992,14528,15
random_n12_06,12,12,min,static,reference,32,random,9437184,3221225472,0,0,0,536739840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n12_06,12,12,min,static,reference-proposed,32,random,9437184,0,2490368,0,0,0,3424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n12_06,12,12,max,natural,reference,1056,random,311427072,0,0,0,0,51904512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n12_06,12,12,max,natural,reference-proposed,1056,random,0,0,0,1362372,0,1168,0,303600,261360,0,0,0,0,0,0,0,0,0,0,12536,6040,329,0
random_n12_06,12,12,max,high,reference,96,random,28311552,0,0,0,0,4718592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n12_06,12,12,max,high,reference-proposed,96,random,0,0,0,1967232,0,475,0,480384,306048,0,0,0,0,0,0,0,0,0,0,939,485,127,0
random_n12_06,12,12,spectrum,natural,reference,32,random,9437184,3221225472,0,0,0,536739840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n12_06,12,12,spectrum,natural,reference-proposed,32,random,0,0,0,16220160,0,10778,0,9200,7920,0,0,0,0,0,0,0,0,0,0,125366,62682,2836,17
random_n12_06,12,12,spectrum,high,reference,32,random,9437184,3221225472,0,0,0,536739840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n12_06,12,12,spectrum,high,reference-proposed,32,random,0,0,0,208928768,0,57098,0,160128,102016,0,0,0,0,0,0,0,0,0,0,102002,50994,14528,14
random_n12_07,12,12,min,static,reference,32,random,9437184,3221225472,0,0,0,536739840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n12_07,12,12,min,static,reference-proposed,32,random,9437184,0,4063232,0,0,0,3392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n12_07,12,12,max,natural,reference,1056,random,311427072,0,0,0,0,51904512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n12_07,12,12,max,natural,reference-proposed,1056,random,0,0,0,1473516,0,1013,0,287232,242418,0,0,0,0,0,0,0,0,0,0,11583,5759,214,0
random_n12_07,12,12,max,high,reference,96,random,28311552,0,0,0,0,4718592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n12_07,12,12,max,high,reference-proposed,96,random,0,0,0,1768320,0,554,0,480384,306048,0,0,0,0,0,0,0,0,0,0,873,419,140,0
random_n12_07,12,12,spectrum,natural,reference,32,random,9437184,3221225472,0,0,0,536739840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n12_07,12,12,spectrum,natural,reference-proposed,32,random,0,0,0,15044608,0,8401,0,8704,7346,0,0,0,0,0,0,0,0,0,0,126907,63463,2060,13
random_n12_07,12,12,spectrum,high,reference,32,random,9437184,3221225472,0,0,0,536739840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n12_07,12,12,spectrum,high,reference-proposed,32,random,0,0,0,208928768,0,57191,0,160128,102016,0,0,0,0,0,0,0,0,0,0,102004,50996,14528,12
random_n12_08,12,12,min,static,reference,32,random,9437184,3221225472,0,0,0,536739840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n12_08,12,12,min,static,reference-proposed,32,random,9437184,0,3538944,0,0,0,3232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n12_08,12,12,max,natural,reference,1056,random,311427072,0,0,0,0,51904512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n12_08,12,12,max,natural,reference-proposed,1056,random,0,0,0,1407054,0,1790,0,262416,234102,0,0,0,0,0,0,0,0,0,0,12458,6271,379,16
random_n12_08,12,12,max,high,reference,96,random,28311552,0,0,0,0,4718592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n12_08,12,12,max,high,reference-proposed,96,random,0,0,0,1721088,0,536,0,480384,306048,0,0,0,0,0,0,0,0,0,0,845,419,123,0
random_n12_08,12,12,spectrum,natural,reference,32,random,9437184,3221225472,0,0,0,536739840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n12_08,12,12,spectrum,natural,reference-proposed,32,random,0,0,0,14528512,0,9537,0,7952,7094,0,0,0,0,0,0,0,0,0,0,125859,62903,2616,17
random_n12_08,12,12,spectrum,high,reference,32,random,9437184,3221225472,0,0,0,536739840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n12_08,12,12,spectrum,high,reference-proposed,32,random,0,0,0,208928768,0,57123,0,160128,102016,0,0,0,0,0,0,0,0,0,0,101995,50987,14528,21
random_n12_09,12,12,min,static,reference,32,random,9437184,3221225472,0,0,0,536739840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n12_09,12,12,min,static,reference-proposed,32,random,9437184,0,3801088,0,0,0,3296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n12_09,12,12,max,natural,reference,1056,random,311427072,0,0,0,0,51904512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n12_09,12,12,max,natural,reference-proposed,1056,random,0,0,0,1466586,0,582,0,289608,256014,0,0,0,0,0,0,0,0,0,0,12079,6121,116,0
random_n12_09,12,12,max,high,reference,96,random,28311552,0,0,0,0,4718592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n12_09,12,12,max,high,reference-proposed,96,random,0,0,0,1906432,0,461,0,480384,306048,0,0,0,0,0,0,0,0,0,0,935,472,119,0
random_n12_09,12,12,spectrum,natural,reference,32,random,9437184,3221225472,0,0,0,536739840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n12_09,12,12,spectrum,natural,reference-proposed,32,random,0,0,0,15888384,0,8215,0,8776,7758,0,0,0,0,0,0,0,0,0,0,127587,63711,1804,20
random_n12_09,12,12,spectrum,high,reference,32,random,9437184,3221225472,0,0,0,536739840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n12_09,12,12,spectrum,high,reference-proposed,32,random,0,0,0,208928768,0,57089,0,160128,102016,0,0,0,0,0,0,0,0,0,0,102000,50992,14528,15
random_n13_00,13,13,min,static,reference,8,random,5537792,3489660928,0,0,0,536805376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n13_00,13,13,min,static,reference-proposed,8,random,5537792,0,1900544,0,0,0,968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n13_00,13,13,max,natural,reference,280,random,193822720,0,0,0,0,29818880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n13_00,13,13,max,natural,reference-proposed,280,random,0,0,0,1037680,0,0,0,248640,235200,0,0,0,0,0,0,0,0,0,0,3348,1750,0,0
random_n13_00,13,13,max,high,reference,48,random,33226752,0,0,0,0,5111808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n13_00,13,13,max,high,reference-proposed,48,random,0,0,0,1700864,0,445,0,534528,251904,0,0,0,0,0,0,0,0,0,0,414,216,111,0
random_n13_00,13,13,spectrum,natural,reference,8,random,5537792,3489660928,0,0,0,536805376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n13_00,13,13,spectrum,natural,reference-proposed,8,random,0,0,0,27525120,0,2005,0,7104,6720,0,0,0,0,0,0,0,0,0,0,64645,32317,440,11
random_n13_00,13,13,spectrum,high,reference,8,random,5537792,3489660928,0,0,0,536805376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n13_00,13,13,spectrum,high,reference-proposed,8,random,0,0,0,171966464,0,45312,0,89088,41984,0,0,0,0,0,0,0,0,0,0,41978,20986,11776,5
random_n13_01,13,13,min,static,reference,8,random,5537792,3489660928,0,0,0,536805376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n13_01,13,13,min,static,reference-proposed,8,random,5537792,0,2031616,0,0,0,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n13_01,13,13,max,natural,reference,280,random,193822720,0,0,0,0,29818880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n13_01,13,13,max,natural,reference-proposed,280,random,0,0,0,665420,0,494,0,124880,97020,0,0,0,0,0,0,0,0,0,0,2763,1522,158,0
random_n13_01,13,13,max,high,reference,48,random,33226752,0,0,0,0,5111808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n13_01,13,13,max,high,reference-proposed,48,random,0,0,0,1568768,0,412,0,534528,251904,0,0,0,0,0,0,0,0,0,0,380,193,104,0
random_n13_01,13,13,spectrum,natural,reference,8,random,5537792,3489660928,0,0,0,536805376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n13_01,13,13,spectrum,natural,reference-proposed,8,random,0,0,0,11354112,0,10159,0,3568,2772,0,0,0,0,0,0,0,0,0,0,59052,29524,3240,4
random_n13_01,13,13,spectrum,high,reference,8,random,5537792,3489660928,0,0,0,536805376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n13_01,13,13,spectrum,high,reference-proposed,8,random,0,0,0,171966464,0,45310,0,89088,41984,0,0,0,0,0,0,0,0,0,0,41981,20989,11776,4
random_n13_02,13,13,min,static,reference,8,random,5537792,3489660928,0,0,0,536805376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n13_02,13,13,min,static,reference-proposed,8,random,5537792,0,2490368,0,0,0,952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n13_02,13,13,max,natural,reference,280,random,193822720,0,0,0,0,29818880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n13_02,13,13,max,natural,reference-proposed,280,random,0,0,0,401240,0,585,0,54880,48860,0,0,0,0,0,0,0,0,0,0,4223,2011,159,0
random_n13_02,13,13,max,high,reference,48,random,33226752,0,0,0,0,5111808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n13_02,13,13,max,high,reference-proposed,48,random,0,0,0,1538048,0,383,0,534528,251904,0,0,0,0,0,0,0,0,0,0,374,189,107,0
random_n13_02,13,13,spectrum,natural,reference,8,random,5537792,3489660928,0,0,0,536805376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n13_02,13,13,spectrum,natural,reference-proposed,8,random,0,0,0,5718016,0,4852,0,1568,1396,0,0,0,0,0,0,0,0,0,0,62806,31394,1364,8
random_n13_02,13,13,spectrum,high,reference,8,random,5537792,3489660928,0,0,0,536805376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n13_02,13,13,spectrum,high,reference-proposed,8,random,0,0,0,171966464,0,45305,0,89088,41984,0,0,0,0,0,0,0,0,0,0,41979,20987,11776,2
random_n13_03,13,13,min,static,reference,8,random,5537792,3489660928,0,0,0,536805376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n13_03,13,13,min,static,reference-proposed,8,random,5537792,0,1966080,0,0,0,952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n13_03,13,13,max,natural,reference,280,random,193822720,0,0,0,0,29818880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n13_03,13,13,max,natural,reference-proposed,280,random,0,0,0,348600,0,136,0,52080,47810,0,0,0,0,0,0,0,0,0,0,3673,1908,17,0
random_n13_03,13,13,max,high,reference,48,random,33226752,0,0,0,0,5111808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n13_03,13,13,max,high,reference-proposed,48,random,0,0,0,1785856,0,503,0,534528,251904,0,0,0,0,0,0,0,0,0,0,439,213,128,0
random_n13_03,13,13,spectrum,natural,reference,8,random,5537792,3489660928,0,0,0,536805376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n13_03,13,13,spectrum,natural,reference-proposed,8,random,0,0,0,5595136,0,1761,0,1488,1366,0,0,0,0,0,0,0,0,0,0,64717,32357,408,3
random_n13_03,13,13,spectrum,high,reference,8,random,5537792,3489660928,0,0,0,536805376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n13_03,13,13,spectrum,high,reference-proposed,8,random,0,0,0,171966464,0,45312,0,89088,41984,0,0,0,0,0,0,0,0,0,0,41981,20989,11776,3
random_n13_04,13,13,min,static,reference,8,random,5537792,3489660928,0,0,0,536805376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n13_04,13,13,min,static,reference-proposed,8,random,5537792,0,3014656,0,0,0,880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n13_04,13,13,max,natural,reference,280,random,193822720,0,0,0,0,29818880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n13_04,13,13,max,natural,reference-proposed,280,random,0,0,0,268380,0,266,0,49280,44240,0,0,0,0,0,0,0,0,0,0,3736,1662,88,0
random_n13_04,13,13,max,high,reference,48,random,33226752,0,0,0,0,5111808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n13_04,13,13,max,high,reference-proposed,48,random,0,0,0,1547264,0,393,0,534528,251904,0,0,0,0,0,0,0,0,0,0,374,194,102,0
random_n13_04,13,13,spectrum,natural,reference,8,random,5537792,3489660928,0,0,0,536805376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n13_04,13,13,spectrum,natural,reference-proposed,8,random,0,0,0,5177344,0,3149,0,1408,1264,0,0,0,0,0,0,0,0,0,0,63891,31943,820,5
random_n13_04,13,13,spectrum,high,reference,8,random,5537792,3489660928,0,0,0,536805376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n13_04,13,13,spectrum,high,reference-proposed,8,random,0,0,0,171966464,0,45303,0,89088,41984,0,0,0,0,0,0,0,0,0,0,41979,20987,11776,4
random_n13_05,13,13,min,static,reference,8,random,5537792,3489660928,0,0,0,536805376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n13_05,13,13,min,static,reference-proposed,8,random,5537792,0,2883584,0,0,0,976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n13_05,13,13,max,natural,reference,280,random,193822720,0,0,0,0,29818880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n13_05,13,13,max,natural,reference-proposed,280,random,0,0,0,287000,0,286,0,59360,50820,0,0,0,0,0,0,0,0,0,0,3593,1679,71,0
random_n13_05,13,13,max,high,reference,48,random,33226752,0,0,0,0,5111808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n13_05,13,13,max,high,reference-proposed,48,random,0,0,0,1700864,0,439,0,534528,251904,0,0,0,0,0,0,0,0,0,0,416,216,110,0
random_n13_05,13,13,spectrum,natural,reference,8,random,5537792,3489660928,0,0,0,536805376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n13_05,13,13,spectrum,natural,reference-proposed,8,random,0,0,0,5947392,0,3443,0,1696,1452,0,0,0,0,0,0,0,0,0,0,64042,32018,744,4
random_n13_05,13,13,spectrum,high,reference,8,random,5537792,3489660928,0,0,0,536805376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n13_05,13,13,spectrum,high,reference-proposed,8,random,0,0,0,171966464,0,45310,0,89088,41984,0,0,0,0,0,0,0,0,0,0,41978,20986,11776,4
random_n13_06,13,13,min,static,reference,8,random,5537792,3489660928,0,0,0,536805376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n13_06,13,13,min,static,reference-proposed,8,random,5537792,0,1638400,0,0,0,984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n13_06,13,13,max,natural,reference,280,random,193822720,0,0,0,0,29818880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n13_06,13,13,max,natural,reference-proposed,280,random,0,0,0,572180,0,126,0,141820,126420,0,0,0,0,0,0,0,0,0,0,3115,1609,36,0
random_n13_06,13,13,max,high,reference,48,random,33226752,0,0,0,0,5111808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n13_06,13,13,max,high,reference-proposed,48,random,0,0,0,1464320,0,379,0,534528,251904,0,0,0,0,0,0,0,0,0,0,357,183,95,0
random_n13_06,13,13,spectrum,natural,reference,8,random,5537792,3489660928,0,0,0,536805376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n13_06,13,13,spectrum,natural,reference-proposed,8,random,0,0,0,14794752,0,5196,0,4052,3612,0,0,0,0,0,0,0,0,0,0,62942,31486,1280,2
random_n13_06,13,13,spectrum,high,reference,8,random,5537792,3489660928,0,0,0,536805376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n13_06,13,13,spectrum,high,reference-proposed,8,random,0,0,0,171966464,0,45319,0,89088,41984,0,0,0,0,0,0,0,0,0,0,41978,20986,11776,5
random_n13_07,13,13,min,static,reference,8,random,5537792,3489660928,0,0,0,536805376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n13_07,13,13,min,static,reference-proposed,8,random,5537792,0,1769472,0,0,0,896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n13_07,13,13,max,natural,reference,280,random,193822720,0,0,0,0,29818880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n13_07,13,13,max,natural,reference-proposed,280,random,0,0,0,416920,0,0,0,84000,78400,0,0,0,0,0,0,0,0,0,0,2693,1470,0,0
random_n13_07,13,13,max,high,reference,48,random,33226752,0,0,0,0,5111808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n13_07,13,13,max,high,reference-proposed,48,random,0,0,0,1469440,0,387,0,534528,251904,0,0,0,0,0,0,0,0,0,0,357,180,100,0
random_n13_07,13,13,spectrum,natural,reference,8,random,5537792,3489660928,0,0,0,536805376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n13_07,13,13,spectrum,natural,reference-proposed,8,random,0,0,0,9175040,0,4500,0,2400,2240,0,0,0,0,0,0,0,0,0,0,63374,31694,1072,2
random_n13_07,13,13,spectrum,high,reference,8,random,5537792,3489660928,0,0,0,536805376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n13_07,13,13,spectrum,high,reference-proposed,8,random,0,0,0,171966464,0,45300,0,89088,41984,0,0,0,0,0,0,0,0,0,0,41982,20990,11776,2
random_n13_08,13,13,min,static,reference,8,random,5537792,3489660928,0,0,0,536805376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n13_08,13,13,min,static,reference-proposed,8,random,5537792,0,2097152,0,0,0,928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n13_08,13,13,max,natural,reference,280,random,193822720,0,0,0,0,29818880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n13_08,13,13,max,natural,reference-proposed,280,random,0,0,0,570920,0,223,0,94640,79100,0,0,0,0,0,0,0,0,0,0,3711,1908,52,0
random_n13_08,13,13,max,high,reference,48,random,33226752,0,0,0,0,5111808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n13_08,13,13,max,high,reference-proposed,48,random,0,0,0,1644544,0,450,0,534528,251904,0,0,0,0,0,0,0,0,0,0,401,198,111,0
random_n13_08,13,13,spectrum,natural,reference,8,random,5537792,3489660928,0,0,0,536805376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n13_08,13,13,spectrum,natural,reference-proposed,8,random,0,0,0,9256960,0,3462,0,2704,2260,0,0,0,0,0,0,0,0,0,0,64207,31847,920,4
random_n13_08,13,13,spectrum,high,reference,8,random,5537792,3489660928,0,0,0,536805376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
