case,n,metric,method,steps,group,m,profile,kernel_us_per_step,repeat_q1_us,repeat_q3_us,context_ms,init_ms,kernel_ms,total_ms,input_conversion_ms,state_init_ms
random_n09_05,9,max,reference-proposed,640,random,9,high,1.612125,1.6118046875,1.6246984375,0.014323,0.046628,1.03176,1.092581,0.003498,0.04315
random_n09_05,9,max,reference,2688,random,9,natural,21.13232068452381,21.104661086309523,21.208367559523808,0.02582,0.142018,56.803678,56.972757,0.007136,0.134882
random_n09_05,9,max,reference-proposed,2688,random,9,natural,0.3669713541666667,0.3652425595238095,0.3794732142857143,0.01305,0.050035,0.986419,1.049736,0.003708,0.046507
random_n09_05,9,min,reference,128,random,9,static,1593.189546875,1591.52953125,1596.77434375,0.026291,1.866286,203.928262,205.957686,0.007257,1.858809
random_n09_05,9,min,reference-proposed,128,random,9,static,15.7741328125,15.754484375,15.908875,0.013521,0.056952,2.019089,2.089562,0.003498,0.053403
random_n09_05,9,spectrum,reference,128,random,9,high,1594.2092265625,1593.5328125,1611.309015625,0.013321,1.643179,204.058781,205.704599,0.003538,1.639681
random_n09_05,9,spectrum,reference-proposed,128,random,9,high,48.9314140625,48.4502734375,48.95175,0.013251,0.732775,6.263221,7.017625,0.003598,0.729287
random_n09_05,9,spectrum,reference,128,random,9,natural,1609.7503515625,1593.7910078125,1611.2368828125,0.013581,1.65307,206.048045,207.713644,0.003598,1.649632
random_n09_05,9,spectrum,reference-proposed,128,random,9,natural,12.1585703125,12.127515625,12.3062890625,0.013241,0.740947,1.556297,2.300348,0.003568,0.737379
random_n09_06,9,max,reference,640,random,9,high,21.4805953125,21.454920312499997,21.596665625,0.013641,0.069359,13.747581,13.83043,0.003548,0.065781
random_n09_06,9,max,reference-proposed,640,random,9,high,1.5977375,1.596390625,1.84784375,0.014223,0.046687,1.022552,1.0826,0.003568,0.043128
random_n09_06,9,max,reference,2688,random,9,natural,20.531257440476192,20.52660193452381,20.585774553571426,0.013542,0.079203,55.18802,55.271121,0.007377,0.06902
random_n09_06,9,max,reference-proposed,2688,random,9,natural,0.3077425595238095,0.30747619047619046,0.308328125,0.012769,0.050074,0.827212,0.889831,0.003568,0.046476
random_n09_06,9,min,reference,128,random,9,static,1581.0396015625,1579.19484375,1582.999046875,0.026442,1.863109,202.373069,204.026901,0.007367,1.855251
random_n09_06,9,min,reference-proposed,128,random,9,static,15.419015625,15.4074609375,15.4508359375,0.013861,0.05641,1.973634,2.045074,0.003549,0.052861
random_n09_06,9,spectrum,reference,128,random,9,high,1580.4017421875,1580.096078125,1597.6083984375,0.012629,1.632268,202.291423,204.194387,0.003679,1.62864
random_n09_06,9,spectrum,reference-proposed,128,random,9,high,48.40184375,48.378546875,48.448921875,0.025699,0.971071,6.195436,7.261168,0.007237,0.963854
random_n09_06,9,spectrum,reference,128,random,9,natural,1621.9048515625,1599.464890625,1625.7074765625,0.014123,1.664295,207.603821,209.504646,0.003559,1.660797
random_n09_06,9,spectrum,reference-proposed,128,random,9,natural,10.8663046875,10.8481953125,10.9505234375,0.013281,0.736851,1.390887,2.149118,0.003468,0.733383
random_n09_07,9,max,reference,640,random,9,high,21.351864062500002,21.343240625,21.3559765625,0.01322,0.070604,13.665193,13.744795,0.003668,0.066936
random_n09_07,9,max,reference-proposed,640,random,9,high,1.5751546875,1.567125,1.8715140625,0.012699,0.047468,1.008099,1.067075,0.003578,0.043869
random_n09_07,9,max,reference,2688,random,9,natural,20.473318080357142,20.472989583333334,20.507457217261905,0.0129,0.068609,55.032279,55.113386,0.003488,0.06514
random_n09_07,9,max,reference-proposed,2688,random,9,natural,0.34142819940476193,0.3393072916666667,0.35976153273809525,0.01302,0.049745,0.917759,0.980614,0.003719,0.046197
random_n09_07,9,min,reference,128,random,9,static,1582.0073671875,1580.7408984375,1601.0076640625,0.01342,1.645363,202.496943,204.337869,0.003498,1.641875
random_n09_07,9,min,reference-proposed,128,random,9,static,15.3968515625,15.1931953125,15.4199296875,0.013622,0.056621,1.970797,2.041048,0.003538,0.053061
random_n09_07,9,spectrum,reference,128,random,9,high,1600.898984375,1598.8716484375,1611.04184375,0.02576,1.9005,204.91507,206.612225,0.007216,1.893274
random_n09_07,9,spectrum,reference-proposed,128,random,9,high,48.630203125,48.3128671875,48.68175,0.013221,0.737913,6.224666,6.975669,0.003548,0.734365
random_n09_07,9,spectrum,reference,128,random,9,natural,1584.9289921875,1583.9718046875,1609.5973359375,0.0128,1.620076,202.870911,204.504508,0.003468,1.616608
random_n09_07,9,spectrum,reference-proposed,128,random,9,natural,12.1199453125,12.090546875,12.23571875,0.013351,0.73601,1.551353,2.304165,0.003589,0.732431
random_n09_08,9,max,reference,640,random,9,high,21.210809375,21.205707812500002,21.338393749999998,0.025669,0.119104,13.574918,13.654694,0.007177,0.111738
random_n09_08,9,max,reference-proposed,640,random,9,high,1.5848031249999999,1.5346703124999999,1.5914765625,0.013211,0.047058,1.014274,1.076037,0.003609,0.04353
random_n09_08,9,max,reference,2688,random,9,natural,20.72568043154762,20.721169270833332,20.804533854166667,0.02599,0.115608,55.710629,55.852317,0.007187,0.10792
random_n09_08,9,max,reference-proposed,2688,random,9,natural,0.36671763392857143,0.34135528273809523,0.40493117559523806,0.026692,0.100338,0.985737,1.113702,0.007217,0.093232
random_n09_08,9,min,reference,128,random,9,static,1584.3166953125,1583.3925078125,1588.8767421875,0.013621,1.638426,202.792537,204.591247,0.003668,1.634958
random_n09_08,9,min,reference-proposed,128,random,9,static,15.232515625,15.196625,15.26096875,0.013521,0.05617,1.949762,2.017779,0.003518,0.052682
random_n09_08,9,spectrum,reference,128,random,9,high,1589.3745,1584.703015625,1589.7161484375,0.013341,1.67031,203.439936,205.076237,0.003529,1.666781
random_n09_08,9,spectrum,reference-proposed,128,random,9,high,48.2427734375,48.1055078125,48.2880546875,0.013291,0.738566,6.175075,6.927313,0.003578,0.734637
random_n09_08,9,spectrum,reference,128,random,9,natural,1582.5355625,1581.6717421875,1585.8984375,0.013241,1.634825,202.564552,204.470428,0.003568,1.631327
random_n09_08,9,spectrum,reference-proposed,128,random,9,natural,11.66834375,11.61684375,11.7563671875,0.013451,0.734853,1.493548,2.234378,0.003548,0.731285
random_n09_09,9,max,reference,640,random,9,high,21.2203625,21.203578125,21.309940625,0.012409,0.066764,13.581032,13.660705,0.003508,0.063286
random_n09_09,9,max,reference-proposed,640,random,9,high,1.577184375,1.5729734375,1.6404515625,0.025899,0.094938,1.009398,1.129384,0.007206,0.087732
random_n09_09,9,max,reference,2688,random,9,natural,20.681969866071427,20.655639880952382,20.74882068452381,0.012819,0.068738,55.593135,55.674211,0.003458,0.065281
random_n09_09,9,max,reference-proposed,2688,random,9,natural,0.34937462797619045,0.34768005952380954,0.3507403273809524,0.014745,0.050176,0.939119,1.003709,0.003479,0.046708
random_n09_09,9,min,reference,128,random,9,static,1585.1408984375,1580.4800625,1603.2965234375,0.013692,1.621414,202.898035,204.533141,0.003628,1.617775
random_n09_09,9,min,reference-proposed,128,random,9,static,14.859234375,14.8300546875,14.860796875,0.013521,0.05626,1.901982,1.971562,0.003608,0.052682
random_n09_09,9,spectrum,reference,128,random,9,high,1601.704796875,1597.9665546875,1603.4986875,0.01289,1.662999,205.018214,206.938528,0.003578,1.659531
random_n09_09,9,spectrum,reference-proposed,128,random,9,high,48.639328125,48.424359375,48.661890625,0.013211,0.737237,6.225834,6.976452,0.003488,0.733749
random_n09_09,9,spectrum,reference,128,random,9,natural,1583.769578125,1577.0183515625,1616.89884375,0.025389,1.851408,202.722506,204.339292,0.007146,1.844262
random_n09_09,9,spectrum,reference-proposed,128,random,9,natural,12.1130234375,11.96053125,12.13965625,0.01333,0.746943,1.550467,2.291221,0.003598,0.743445
random_n10_00,10,max,reference,256,random,10,high,53.37987890625,53.360703125,53.75868359375,0.015025,0.160902,13.665249,13.929881,0.007698,0.153204
random_n10_00,10,max,reference-proposed,256,random,10,high,3.8785390625,3.09328515625,4.34775390625,0.014975,0.10786,0.992906,1.115391,0.008069,0.099733
random_n10_00,10,max,reference,2048,random,10,natural,48.695689453125,48.68462841796875,48.71292822265625,0.016959,0.159195,99.728772,99.935393,0.0088,0.151236
random_n10_00,10,max,reference-proposed,2048,random,10,natural,0.434662109375,0.43434716796875,0.43560595703125,0.015285,0.111638,0.890188,1.016466,0.008109,0.103986
random_n10_00,10,min,reference,128,random,10,static,6547.065046875,6486.782859375,6574.492578125,0.015486,6.625091,838.024326,844.669017,0.008049,6.617042
random_n10_00,10,min,reference-proposed,128,random,10,static,37.49878125,37.2979140625,37.4989609375,0.015275,0.118902,4.799844,4.934375,0.008119,0.110784
random_n10_00,10,spectrum,reference,128,random,10,high,6477.8529765625,6472.292,6548.9566015625,0.029708,6.743978,829.165181,835.684095,0.016588,6.72739
random_n10_00,10,spectrum,reference-proposed,128,random,10,high,182.98621875,182.735765625,183.3707109375,0.015086,2.838951,23.422236,26.231867,0.008029,2.831043
random_n10_00,10,spectrum,reference,128,random,10,natural,6544.8563515625,6530.0021484375,6550.6592109375,0.014714,6.646613,837.741613,844.402459,0.008099,6.638404
random_n10_00,10,spectrum,reference-proposed,128,random,10,natural,35.0272734375,34.90528125,35.0988984375,0.015095,2.876337,4.483491,7.383901,0.007958,2.868379
random_n10_01,10,max,reference,256,random,10,high,53.598078125,53.363625,53.95958203125,0.014533,0.153715,13.721108,13.888492,0.007978,0.145737
random_n10_01,10,max,reference-proposed,256,random,10,high,3.18266015625,3.11762109375,3.785125,0.015105,0.114192,0.814761,1.012738,0.007828,0.106534
random_n10_01,10,max,reference,2048,random,10,natural,48.385419921875,48.2524365234375,48.426080078125,0.014814,0.154427,99.09334,99.259354,0.007918,0.146178
random_n10_01,10,max,reference-proposed,2048,random,10,natural,0.4418994140625,0.44123974609375,0.4421767578125,0.015175,0.114143,0.90501,1.032465,0.008159,0.106024
random_n10_01,10,min,reference,128,random,10,static,6531.513703125,6524.1015859375,6617.8250390625,0.03079,6.757634,836.033754,842.651794,0.008289,6.749345
random_n10_01,10,min,reference-proposed,128,random,10,static,35.633890625,35.62590625,35.762203125,0.015486,0.117891,4.561138,4.693503,0.008039,0.109882
random_n10_01,10,spectrum,reference,128,random,10,high,6521.7383203125,6513.1125546875,6527.45759375,0.015226,6.624551,834.782505,841.378169,0.007939,6.616733
random_n10_01,10,spectrum,reference-proposed,128,random,10,high,183.5573828125,183.3483359375,184.066296875,0.015015,2.84016,23.495345,26.336191,0.007919,2.831489
random_n10_01,10,spectrum,reference,128,random,10,natural,6655.2540390625,6509.7188046875,6679.59821875,0.014813,6.763232,851.872517,858.650342,0.008379,6.754853
random_n10_01,10,spectrum,reference-proposed,128,random,10,natural,34.880421875,34.8548359375,34.8861484375,0.015064,2.839453,4.464694,7.315171,0.007817,2.831294
random_n10_02,10,max,reference,256,random,10,high,53.47348828125,53.4392109375,53.50684765625,0.014634,0.160368,13.689213,13.863571,0.007798,0.152339
random_n10_02,10,max,reference-proposed,256,random,10,high,3.5769453125,3.061140625,4.27162109375,0.015305,0.113311,0.915698,1.044314,0.007869,0.105354
random_n10_02,10,max,reference,2048,random,10,natural,48.01371875,48.0010693359375,48.10861376953125,0.014664,0.15577,98.332096,98.506157,0.007878,0.147862
random_n10_02,10,max,reference-proposed,2048,random,10,natural,0.4730498046875,0.472548828125,0.47333984375,0.014995,0.112028,0.968806,1.094722,0.007968,0.103629
random_n10_02,10,min,reference,128,random,10,static,6532.5272890625,6526.385015625,6533.420953125,0.015506,6.626199,836.163493,842.919587,0.008329,6.618361
random_n10_02,10,min,reference-proposed,128,random,10,static,40.4238515625,40.2228984375,40.88959375,0.015446,0.121823,5.174253,5.313807,0.008088,0.113782
random_n10_02,10,spectrum,reference,128,random,10,high,6527.14146875,6518.855609375,6587.945578125,0.014824,6.659914,835.474108,842.186103,0.007887,6.652156
random_n10_02,10,spectrum,reference-proposed,128,random,10,high,183.6500078125,183.4940234375,183.6954765625,0.015064,2.815577,23.507201,26.338133,0.007959,2.807709
random_n10_02,10,spectrum,reference,128,random,10,natural,6525.4754609375,6519.649890625,6532.30740625,0.014404,6.639129,835.260859,841.914331,0.007908,6.63118
random_n10_02,10,spectrum,reference-proposed,128,random,10,natural,37.6543828125,37.632875,37.8048046875,0.015236,2.843992,4.819761,7.679469,0.007908,2.835874
random_n10_03,10,max,reference,256,random,10,high,53.17240234375,52.690546875,53.23181640625,0.016078,0.15554,13.612135,13.783753,0.008079,0.147412
random_n10_03,10,max,reference-proposed,256,random,10,high,3.03030078125,3.02581640625,3.57983203125,0.014904,0.10771,0.775757,0.906209,0.007818,0.099892
random_n10_03,10,max,reference,2048,random,10,natural,48.80501171875,48.7921171875,48.81065673828125,0.029538,0.31227,99.952664,100.314821,0.016128,0.296002
random_n10_03,10,max,reference-proposed,2048,random,10,natural,0.46641455078125,0.46427880859375,0.47128466796875,0.015045,0.111487,0.955217,1.080386,0.007668,0.10388
random_n10_03,10,min,reference,128,random,10,static,6489.8108203125,6480.8819921875,6548.599890625,0.03029,6.857271,830.695785,837.251867,0.015807,6.840363
random_n10_03,10,min,reference-proposed,128,random,10,static,39.16809375,39.1396171875,41.2799765625,0.03016,0.172752,5.013516,5.189133,0.008198,0.164554
random_n10_03,10,spectrum,reference,128,random,10,high,6613.9329921875,6570.4960859375,6689.8988203125,0.014775,6.646689,846.583423,853.244395,0.008179,6.638961
random_n10_03,10,spectrum,reference-proposed,128,random,10,high,184.175140625,183.43459375,184.1925625,0.015014,2.870018,23.574418,26.370508,0.008309,2.86196
random_n10_03,10,spectrum,reference,128,random,10,natural,6482.3288046875,6481.65209375,6522.707,0.014483,6.593682,829.738087,836.346252,0.008189,6.585273
random_n10_03,10,spectrum,reference-proposed,128,random,10,natural,36.2770234375,36.1709296875,36.3991640625,0.015225,2.827461,4.643459,7.496888,0.008018,2.819443
random_n10_04,10,max,reference,256,random,10,high,52.8823125,52.7164140625,53.21571875,0.014544,0.154535,13.537872,13.732466,0.007838,0.146958
random_n10_04,10,max,reference-proposed,256,random,10,high,3.6911171875,3.6177734375,4.1509453125,0.014584,0.10802,0.944926,1.144908,0.007938,0.100212
random_n10_04,10,max,reference,2048,random,10,natural,47.31317626953125,47.3050234375,47.34841357421875,0.029317,0.255391,96.897385,97.212018,0.016598,0.238021
random_n10_04,10,max,reference-proposed,2048,random,10,natural,0.41274560546875,0.4125380859375,0.4131103515625,0.015145,0.110614,0.845303,0.971573,0.007828,0.102786
random_n10_04,10,min,reference,128,random,10,static,6560.475796875,6472.426515625,6583.1110390625,0.014925,6.597177,839.740902,846.353485,0.008009,6.589218
random_n10_04,10,min,reference-proposed,128,random,10,static,37.8154375,37.6980859375,37.8992265625,0.015395,0.119215,4.840376,4.982325,0.007778,0.111161
random_n10_04,10,spectrum,reference,128,random,10,high,6546.3565078125,6474.0624296875,6624.14190625,0.029589,6.691594,837.933633,844.746431,0.008049,6.683685
random_n10_04,10,spectrum,reference-proposed,128,random,10,high,183.1543515625,183.0942734375,183.2615078125,0.014785,2.850888,23.443757,26.326613,0.007938,2.84333
random_n10_04,10,spectrum,reference,128,random,10,natural,6545.3179375,6500.6883125,6562.6062734375,0.014454,6.586009,837.800696,844.400968,0.008048,6.578231
random_n10_04,10,spectrum,reference-proposed,128,random,10,natural,32.5523359375,32.3754140625,32.662546875,0.014984,2.827226,4.166699,7.044021,0.007838,2.819287
random_n10_05,10,max,reference,256,random,10,high,52.93167578125,52.90091015625,53.0242890625,0.014974,0.155104,13.550509,13.720507,0.007908,0.147015
random_n10_05,10,max,reference-proposed,256,random,10,high,3.55642578125,2.910984375,3.78159765625,0.016218,0.118173,0.910445,1.035525,0.00833,0.110124
random_n10_05,10,max,reference,2048,random,10,natural,47.85334912109375,47.79343994140625,47.8982998046875,0.029478,0.195262,98.003659,98.22847,0.007909,0.187353
random_n10_05,10,max,reference-proposed,2048,random,10,natural,0.4601796875,0.458630859375,0.46388525390625,0.015656,0.114195,0.942448,1.082094,0.007969,0.106227
random_n10_05,10,min,reference,128,random,10,static,6475.617,6469.81296875,6516.8391484375,0.015275,6.525768,828.878976,835.401258,0.008018,6.51775
random_n10_05,10,min,reference-proposed,128,random,10,static,35.729125,35.693015625,35.7929140625,0.015486,0.118805,4.573328,4.710011,0.007918,0.109442
random_n10_05,10,spectrum,reference,128,random,10,high,6587.250203125,6548.9784921875,6620.8129140625,0.014834,6.665102,843.168026,850.099963,0.007788,6.657314
random_n10_05,10,spectrum,reference-proposed,128,random,10,high,183.9132578125,183.5005625,184.2197109375,0.014995,2.847965,23.540897,26.433778,0.008159,2.839636
random_n10_05,10,spectrum,reference,128,random,10,natural,6492.817546875,6484.03071875,6505.243828125,0.02574,6.557847,831.080646,837.645831,0.008239,6.549608
random_n10_05,10,spectrum,reference-proposed,128,random,10,natural,37.27078125,37.2044765625,37.3216328125,0.015446,2.841893,4.77066,7.620338,0.008099,2.834216
random_n10_06,10,max,reference,256,random,10,high,52.78834765625,52.75048828125,53.05334375,0.015004,0.15552,13.513817,13.683146,0.008059,0.147552
random_n10_06,10,max,reference-proposed,256,random,10,high,3.53050390625,2.98775390625,3.570265625,0.014413,0.109021,0.903809,1.027274,0.008179,0.100842
random_n10_06,10,max,reference,2048,random,10,natural,47.68725732421875,47.64107470703125,47.8586474609375,0.014703,0.152985,97.663503,97.831172,0.008089,0.144817
random_n10_06,10,max,reference-proposed,2048,random,10,natural,0.4404697265625,0.43935595703125,0.4415087890625,0.015035,0.112509,0.902082,1.030913,0.008299,0.10421
random_n10_06,10,min,reference,128,random,10,static,6592.8875234375,6518.2952578125,6610.1701015625,0.014945,6.702425,843.889603,850.543185,0.007928,6.694135
random_n10_06,10,min,reference-proposed,128,random,10,static,35.855640625,35.719609375,36.005078125,0.015645,0.1166,4.589522,4.719942,0.008469,0.10799
random_n10_06,10,spectrum,reference,128,random,10,high,6520.374484375,6511.576625,6590.9713125,0.016799,6.798454,834.607934,841.471138,0.008029,6.786546
random_n10_06,10,spectrum,reference-proposed,128,random,10,high,183.418609375,183.343046875,184.3920625,0.014985,2.877294,23.477582,26.446051,0.008109,2.869186
random_n10_06,10,spectrum,reference,128,random,10,natural,6581.3301328125,6515.7563125,6609.8044296875,0.014333,6.641965,842.410257,849.066305,0.007918,6.634047
random_n10_06,10,spectrum,reference-proposed,128,random,10,natural,34.79196875,34.7858203125,34.9519375,0.014875,2.859379,4.453372,7.323067,0.007999,2.85116
random_n10_07,10,max,reference,256,random,10,high,53.090421875,53.02918359375,53.41267578125,0.015355,0.158156,13.591148,13.84478,0.008118,0.150038
random_n10_07,10,max,reference-proposed,256,random,10,high,2.96296875,2.957640625,3.4734609375,0.015015,0.111609,0.75852,0.958838,0.007919,0.103881
random_n10_07,10,max,reference,2048,random,10,natural,49.3548203125,49.3073720703125,49.39185302734375,0.014454,0.152312,101.078672,101.320439,0.008129,0.144314
random_n10_07,10,max,reference-proposed,2048,random,10,natural,0.5358720703125,0.53472802734375,0.53894580078125,0.015055,0.110716,1.097466,1.222367,0.007979,0.102898
random_n10_07,10,min,reference,128,random,10,static,6528.3005234375,6516.884703125,6534.1723203125,0.015526,6.646887,835.622467,842.212624,0.007878,6.637606
random_n10_07,10,min,reference-proposed,128,random,10,static,37.9461171875,37.8859921875,37.952765625,0.017009,0.126301,4.857103,4.997341,0.007849,0.118452
random_n10_07,10,spectrum,reference,128,random,10,high,6574.438375,6522.9821875,6585.890140625,0.029799,6.707665,841.528112,848.266227,0.007958,6.699707
random_n10_07,10,spectrum,reference-proposed,128,random,10,high,183.6151171875,183.414125,183.8088828125,0.015085,2.844351,23.502735,26.331064,0.007898,2.836453
random_n10_07,10,spectrum,reference,128,random,10,natural,6596.2093515625,6582.61078125,6648.1597578125,0.029678,6.708843,844.314797,851.035001,0.016177,6.700624
random_n10_07,10,spectrum,reference-proposed,128,random,10,natural,41.8204453125,41.6193515625,41.888796875,0.014965,2.820967,5.353017,8.204369,0.008039,2.812839
random_n10_08,10,max,reference,256,random,10,high,52.49130078125,52.44833203125,52.65238671875,0.014514,0.153134,13.437773,13.60518,0.007899,0.145486
random_n10_08,10,max,reference-proposed,256,random,10,high,3.494640625,3.47022265625,4.9571328125,0.029849,0.110807,0.894628,1.029033,0.008189,0.102818
random_n10_08,10,max,reference,2048,random,10,natural,47.62738037109375,47.58947314453125,47.65507763671875,0.016088,0.162349,97.540875,97.707355,0.008299,0.154711
random_n10_08,10,max,reference-proposed,2048,random,10,natural,0.43049462890625,0.43041943359375,0.43064794921875,0.014894,0.111669,0.881653,1.008216,0.007829,0.103661
random_n10_08,10,min,reference,128,random,10,static,6486.6336640625,6477.2136484375,6548.1328828125,0.020497,6.610819,830.289109,836.842458,0.008059,6.603252
random_n10_08,10,min,reference-proposed,128,random,10,static,36.868,36.8251015625,37.266203125,0.015465,0.118568,4.719104,4.858561,0.008018,0.11088
random_n10_08,10,spectrum,reference,128,random,10,high,6512.7595,6480.4313359375,6553.9582421875,0.015085,6.557013,833.633216,840.223476,0.008249,6.548764
random_n10_08,10,spectrum,reference-proposed,128,random,10,high,183.139875,182.89384375,183.5576953125,0.016689,2.960917,23.441904,26.411792,0.008219,2.953279
random_n10_08,10,spectrum,reference,128,random,10,natural,6546.7913671875,6488.3620703125,6549.597015625,0.014564,6.588093,837.989295,844.591952,0.007838,6.580265
random_n10_08,10,spectrum,reference-proposed,128,random,10,natural,34.6873828125,34.62365625,35.2362734375,0.015206,2.850951,4.439985,7.335614,0.008169,2.842932
random_n10_09,10,max,reference,256,random,10,high,52.6345703125,52.5684375,52.65698046875,0.015726,0.167787,13.47445,13.651047,0.008008,0.15998
random_n10_09,10,max,reference-proposed,256,random,10,high,3.0470390625,2.9548671875,4.23099609375,0.014463,0.110746,0.780042,0.978729,0.008018,0.102728
random_n10_09,10,max,reference,2048,random,10,natural,47.918658203125,47.84692822265625,48.017775390625,0.014483,0.154447,98.137412,98.305962,0.008219,0.146429
random_n10_09,10,max,reference-proposed,2048,random,10,natural,0.44198828125,0.4412646484375,0.4433046875,0.014914,0.111799,0.905192,1.033335,0.008028,0.10358
random_n10_09,10,min,reference,128,random,10,static,6570.5240234375,6549.3216796875,6571.5645546875,0.014885,6.5945,841.027075,847.643265,0.007988,6.586903
random_n10_09,10,min,reference-proposed,128,random,10,static,39.776015625,39.407640625,40.082578125,0.015345,0.123415,5.09133,5.228387,0.008219,0.113473
random_n10_09,10,spectrum,reference,128,random,10,high,6497.8462109375,6482.575609375,6544.7420546875,0.029288,6.590009,831.724315,838.318327,0.008239,6.581931
random_n10_09,10,spectrum,reference-proposed,128,random,10,high,184.0303984375,183.0988203125,184.0358984375,0.015065,2.825793,23.555891,26.33106,0.007767,2.818026
random_n10_09,10,spectrum,reference,128,random,10,natural,6524.125625,6483.2052421875,6554.14575,0.014964,6.597937,835.08808,841.700981,0.007898,6.590039
random_n10_09,10,spectrum,reference-proposed,128,random,10,natural,34.8074765625,34.7748359375,35.0003125,0.014714,2.856186,4.455357,7.350418,0.008119,2.847707
random_n11_00,11,max,reference,192,random,11,high,145.36903645833334,144.5913125,145.49263020833334,0.025389,0.329802,27.910855,28.266046,0.016758,0.313214
random_n11_00,11,max,reference-proposed,192,random,11,high,5.651088541666667,5.581171875,5.711401041666667,0.02606,0.233923,1.085009,1.337573,0.016528,0.217445
random_n11_00,11,max,reference,1312,random,11,natural,113.66196722560976,113.49949237804877,113.85477286585366,0.025288,0.326604,149.124501,149.476393,0.016438,0.309705
random_n11_00,11,max,reference-proposed,1312,random,11,natural,0.5905792682926829,0.5886669207317073,0.5913498475609756,0.026029,0.22956,0.77484,1.029868,0.016437,0.212942
random_n11_00,11,min,reference,32,random,11,static,26993.26159375,26747.16534375,27168.94678125,0.056029,27.228744,863.784371,891.043676,0.016478,27.212386
random_n11_00,11,min,reference-proposed,32,random,11,static,87.45821875,86.5795,87.51346875,0.028757,0.252359,2.798663,3.083971,0.016547,0.235812
random_n11_00,11,spectrum,reference,32,random,11,high,26850.54934375,26752.74640625,26872.97265625,0.026251,27.05092,859.217579,886.382257,0.016578,27.034191
random_n11_00,11,spectrum,reference-proposed,32,random,11,high,729.58628125,728.64965625,731.86725,0.026371,11.485102,23.346761,34.779743,0.016488,11.468624
random_n11_00,11,spectrum,reference,32,random,11,natural,27003.76303125,26883.81,27050.947,0.031834,27.277207,864.120417,891.449724,0.016549,27.260749
random_n11_00,11,spectrum,reference-proposed,32,random,11,natural,208.3245,188.26459375,214.17659375,0.02644,11.013519,6.666384,17.630281,0.016457,10.997273
random_n11_01,11,max,reference,192,random,11,high,146.25602604166664,146.24209895833334,146.75752083333333,0.05204,0.379774,28.081157,28.538226,0.016738,0.363036
random_n11_01,11,max,reference-proposed,192,random,11,high,5.513895833333333,5.34203125,5.751140625,0.025739,0.22941,1.058668,1.317987,0.016849,0.212561
random_n11_01,11,max,reference,1312,random,11,natural,110.92698018292683,110.7495030487805,111.00223475609756,0.026743,0.334626,145.536198,145.897145,0.016549,0.318278
random_n11_01,11,max,reference-proposed,1312,random,11,natural,0.4310792682926829,0.42879039634146343,0.4342690548780488,0.026272,0.232778,0.565576,0.825586,0.016419,0.2164
random_n11_01,11,min,reference,32,random,11,static,26691.1945,26624.4106875,26905.60834375,0.028646,26.964934,854.118224,881.137864,0.016488,26.948456
random_n11_01,11,min,reference-proposed,32,random,11,static,91.19253125,91.1574375,91.78703125,0.028545,0.25574,2.918161,3.212199,0.016458,0.239273
random_n11_01,11,spectrum,reference,32,random,11,high,26799.4663125,26781.01109375,26895.73475,0.026371,26.950474,857.582922,884.559517,0.016478,26.933886
random_n11_01,11,spectrum,reference-proposed,32,random,11,high,714.89753125,712.15125,715.61346875,0.027073,11.34763,22.876721,34.132238,0.016447,11.331303
random_n11_01,11,spectrum,reference,32,random,11,natural,26861.70640625,26708.41525,26988.096625,0.026843,26.965227,859.574605,886.545722,0.016508,26.948768
random_n11_01,11,spectrum,reference-proposed,32,random,11,natural,148.69525,147.59271875,153.96225,0.026703,11.325055,4.758248,16.11685,0.016428,11.308687
random_n11_02,11,max,reference,192,random,11,high,144.21702083333335,144.192203125,144.37508854166666,0.02569,0.327384,27.689668,28.051373,0.016688,0.310806
random_n11_02,11,max,reference-proposed,192,random,11,high,5.59371875,5.555239583333333,5.607645833333333,0.026051,0.229581,1.073994,1.332138,0.016729,0.212973
random_n11_02,11,max,reference,1312,random,11,natural,114.5425868902439,114.31715167682927,114.55345274390244,0.026571,0.334834,150.279874,150.6418,0.016458,0.318466
random_n11_02,11,max,reference-proposed,1312,random,11,natural,0.580733993902439,0.5769588414634146,0.584125,0.02612,0.232557,0.761923,1.021251,0.016478,0.215848
random_n11_02,11,min,reference,32,random,11,static,26918.8595625,26900.00603125,26970.3470625,0.027824,27.150989,861.403506,888.611926,0.016448,27.134541
random_n11_02,11,min,reference-proposed,32,random,11,static,90.851,90.8123125,90.89078125,0.028606,0.253915,2.907232,3.188758,0.016588,0.237567
random_n11_02,11,spectrum,reference,32,random,11,high,26866.58171875,26847.77103125,27137.23915625,0.052211,27.315464,859.730615,887.243534,0.016659,27.298805
random_n11_02,11,spectrum,reference-proposed,32,random,11,high,717.5446875,716.163125,721.16215625,0.026792,11.310599,22.96143,34.461661,0.016418,11.294011
random_n11_02,11,spectrum,reference,32,random,11,natural,26925.4225,26889.693625,27085.3723125,0.03438,27.143483,861.61352,888.791383,0.016467,27.126985
random_n11_02,11,spectrum,reference-proposed,32,random,11,natural,189.80646875,185.0976875,193.31990625,0.028265,11.152236,6.073807,17.366648,0.016699,11.135537
random_n11_03,11,max,reference,192,random,11,high,145.57515104166666,145.54415104166665,146.12704166666666,0.026762,0.34016,27.950429,28.350814,0.016598,0.323562
