case,n,metric,method,steps,group,m,profile,kernel_us_per_step,repeat_q1_us,repeat_q3_us,context_ms,init_ms,kernel_ms,total_ms,input_conversion_ms,state_init_ms
random_n11_03,11,max,reference-proposed,192,random,11,high,5.761265625,5.260979166666667,5.828322916666667,0.025639,0.227466,1.106163,1.365261,0.016497,0.210737
random_n11_03,11,max,reference,1312,random,11,natural,111.79184984756098,111.69022332317074,111.86054039634146,0.025659,0.338151,146.670907,147.11293,0.016488,0.321834
random_n11_03,11,max,reference-proposed,1312,random,11,natural,0.4920815548780488,0.48900076219512195,0.4987446646341463,0.02628,0.237806,0.645611,0.909697,0.016468,0.221148
random_n11_03,11,min,reference,32,random,11,static,26660.540875,26640.90728125,26704.0599375,0.046736,26.833693,853.137308,879.959539,0.016548,26.817365
random_n11_03,11,min,reference-proposed,32,random,11,static,92.0396875,91.8725,92.0630625,0.028586,0.25565,2.94527,3.230369,0.016427,0.239223
random_n11_03,11,spectrum,reference,32,random,11,high,26698.916375,26614.82096875,26798.61675,0.027524,26.847716,854.365324,881.304648,0.016468,26.831228
random_n11_03,11,spectrum,reference-proposed,32,random,11,high,715.2870625,710.6051875,715.4190625,0.027112,11.164488,22.889186,34.032065,0.016568,11.14792
random_n11_03,11,spectrum,reference,32,random,11,natural,26994.082375,26804.01975,27092.23134375,0.026993,27.199768,863.810636,890.959103,0.016368,27.18342
random_n11_03,11,spectrum,reference-proposed,32,random,11,natural,174.60725,170.19059375,175.49471875,0.027293,11.252121,5.587432,17.144449,0.016468,11.235322
random_n11_04,11,max,reference,192,random,11,high,147.21790625,146.96877083333334,147.69194791666666,0.025849,0.333339,28.265838,28.622783,0.016528,0.316821
random_n11_04,11,max,reference-proposed,192,random,11,high,6.079333333333333,6.058625,6.210354166666667,0.027794,0.233449,1.167232,1.451435,0.016438,0.217121
random_n11_04,11,max,reference,1312,random,11,natural,118.06443826219513,118.00468216463415,118.09456859756098,0.026271,0.331243,154.900543,155.261013,0.016449,0.314735
random_n11_04,11,max,reference-proposed,1312,random,11,natural,0.6431653963414634,0.6428170731707318,0.6470137195121952,0.028185,0.24324,0.843833,1.129941,0.016588,0.226531
random_n11_04,11,min,reference,32,random,11,static,26760.049125,26738.236625,27095.94503125,0.029176,26.917806,856.321572,883.291671,0.016468,26.901398
random_n11_04,11,min,reference-proposed,32,random,11,static,90.9833125,90.4145625,91.6228125,0.029367,0.25455,2.911466,3.192988,0.016459,0.238083
random_n11_04,11,spectrum,reference,32,random,11,high,26752.0258125,26677.65884375,26791.61928125,0.026751,26.916938,856.064826,882.962214,0.016558,26.90038
random_n11_04,11,spectrum,reference-proposed,32,random,11,high,723.4125,723.2113125,729.05240625,0.0265,11.242497,23.1492,34.898379,0.016568,11.22602
random_n11_04,11,spectrum,reference,32,random,11,natural,26675.7919375,26557.67759375,26776.13246875,0.0262,26.710244,853.625342,880.35856,0.016468,26.693596
random_n11_04,11,spectrum,reference-proposed,32,random,11,natural,193.4443125,190.3045625,193.7981875,0.026592,10.93938,6.190218,17.083556,0.016378,10.922692
random_n11_05,11,max,reference,192,random,11,high,147.73727083333335,147.672421875,147.949125,0.027725,0.331433,28.365556,28.731832,0.016408,0.315025
random_n11_05,11,max,reference-proposed,192,random,11,high,5.773598958333333,5.764932291666667,6.119546875,0.052743,0.364463,1.108531,1.521829,0.016718,0.347745
random_n11_05,11,max,reference,1312,random,11,natural,116.30327896341463,116.29616768292682,116.36237042682926,0.025289,0.329309,152.589902,153.01766,0.016548,0.312611
random_n11_05,11,max,reference-proposed,1312,random,11,natural,0.5959641768292683,0.5853018292682927,0.5964283536585366,0.026411,0.235784,0.781905,1.042687,0.016488,0.218945
random_n11_05,11,min,reference,32,random,11,static,26805.1425,26602.06878125,26811.02453125,0.056006,26.973519,857.76456,884.765402,0.016357,26.940839
random_n11_05,11,min,reference-proposed,32,random,11,static,91.25275,91.239375,91.2653125,0.029015,0.25583,2.920088,3.20314,0.016378,0.239201
random_n11_05,11,spectrum,reference,32,random,11,high,26911.02571875,26881.19721875,26982.9963125,0.026812,26.963741,861.152823,888.065097,0.016387,26.947354
random_n11_05,11,spectrum,reference-proposed,32,random,11,high,722.594875,720.29353125,723.49078125,0.026441,11.34415,23.123036,34.873874,0.016388,11.327662
random_n11_05,11,spectrum,reference,32,random,11,natural,26778.2725625,26683.11721875,26885.724,0.026873,26.89385,856.904722,883.825445,0.016478,26.877372
random_n11_05,11,spectrum,reference-proposed,32,random,11,natural,173.60175,170.12853125,197.4570625,0.026392,11.308267,5.555256,17.224714,0.016579,11.291618
random_n11_06,11,max,reference,192,random,11,high,144.33721354166667,143.49641666666665,144.52916145833333,0.025639,0.333189,27.712745,28.1011,0.016529,0.316701
random_n11_06,11,max,reference-proposed,192,random,11,high,5.426182291666667,5.351239583333333,5.448791666666667,0.026321,0.228217,1.041827,1.298419,0.016478,0.211759
random_n11_06,11,max,reference,1312,random,11,natural,113.23749542682927,113.10234146341463,113.2806493902439,0.025689,0.331405,148.567594,148.972132,0.016458,0.315047
random_n11_06,11,max,reference-proposed,1312,random,11,natural,0.48432317073170733,0.4579146341463415,0.4964359756097561,0.026371,0.230323,0.635432,0.889407,0.016468,0.213876
random_n11_06,11,min,reference,32,random,11,static,26872.867375,26812.31590625,26900.0724375,0.028355,27.075629,859.931756,887.065239,0.016528,27.059261
random_n11_06,11,min,reference-proposed,32,random,11,static,86.4665,86.45446875,87.20703125,0.029067,0.251502,2.766928,3.047423,0.016458,0.234804
random_n11_06,11,spectrum,reference,32,random,11,high,27087.7038125,26999.06859375,27114.13275,0.027142,27.235964,866.806522,894.070812,0.016488,27.219175
random_n11_06,11,spectrum,reference-proposed,32,random,11,high,712.76115625,704.71253125,721.61403125,0.026481,11.053666,22.808357,34.092999,0.016549,11.037328
random_n11_06,11,spectrum,reference,32,random,11,natural,27018.30640625,26988.42940625,27265.23509375,0.03434,27.144497,864.585805,891.764642,0.016528,27.128099
random_n11_06,11,spectrum,reference-proposed,32,random,11,natural,161.7210625,155.9989375,165.93303125,0.028104,11.415781,5.175074,16.709294,0.016609,11.399213
random_n11_07,11,max,reference,192,random,11,high,146.36611458333334,145.73922916666666,146.57220833333335,0.027083,0.326486,28.102294,28.501953,0.016498,0.310028
random_n11_07,11,max,reference-proposed,192,random,11,high,5.6534635416666665,5.645286458333333,5.67496875,0.026131,0.227669,1.085465,1.341467,0.016578,0.211091
random_n11_07,11,max,reference,1312,random,11,natural,114.06174390243902,113.99231859756098,114.14798856707317,0.026271,0.334554,149.649008,150.009883,0.016508,0.318046
random_n11_07,11,max,reference-proposed,1312,random,11,natural,0.5259512195121951,0.5214870426829268,0.5273536585365853,0.026522,0.236196,0.690048,0.948462,0.016548,0.219829
random_n11_07,11,min,reference,32,random,11,static,26732.01725,26688.5168125,26777.6160625,0.028305,26.85373,855.424552,882.306587,0.016668,26.837333
random_n11_07,11,min,reference-proposed,32,random,11,static,91.99103125,91.939875,92.06796875,0.028636,0.259978,2.943713,3.233111,0.016559,0.243379
random_n11_07,11,spectrum,reference,32,random,11,high,26976.46659375,26950.18128125,26994.74771875,0.026481,27.010468,863.246931,890.282617,0.016508,26.99393
random_n11_07,11,spectrum,reference-proposed,32,random,11,high,722.11703125,717.847125,722.2125,0.026692,10.956889,23.107745,34.100613,0.016478,10.940521
random_n11_07,11,spectrum,reference,32,random,11,natural,26814.09571875,26715.29796875,27072.47375,0.026852,27.133906,858.051063,885.061663,0.016568,27.117338
random_n11_07,11,spectrum,reference-proposed,32,random,11,natural,168.8395625,168.74315625,174.2210625,0.0266,10.97511,5.402866,16.49699,0.016468,10.958642
random_n11_08,11,max,reference,192,random,11,high,148.44703125,148.228796875,148.463125,0.026361,0.326234,28.50183,28.854855,0.016478,0.309897
random_n11_08,11,max,reference-proposed,192,random,11,high,5.739526041666667,5.7273958333333335,5.874291666666667,0.0259,0.227957,1.101989,1.378603,0.016538,0.211408
random_n11_08,11,max,reference,1312,random,11,natural,114.87596493902439,114.82974771341463,114.9159169207317,0.027423,0.336497,150.717266,151.068563,0.016548,0.319949
random_n11_08,11,max,reference-proposed,1312,random,11,natural,0.5796189024390244,0.5762560975609756,0.5797873475609756,0.026972,0.229851,0.76046,1.017215,0.016428,0.213543
random_n11_08,11,min,reference,32,random,11,static,26899.9635625,26861.99446875,26924.4825625,0.028025,27.09337,860.798834,887.870269,0.016448,27.076922
random_n11_08,11,min,reference-proposed,32,random,11,static,91.0596875,91.0420625,91.13734375,0.028687,0.261647,2.91391,3.204244,0.016539,0.244446
random_n11_08,11,spectrum,reference,32,random,11,high,26907.877625,26882.0040625,26948.62590625,0.034049,27.101944,861.052084,888.181211,0.016518,27.085426
random_n11_08,11,spectrum,reference-proposed,32,random,11,high,733.6194375,727.38165625,734.32884375,0.026202,11.049771,23.475822,34.967882,0.016749,11.032972
random_n11_08,11,spectrum,reference,32,random,11,natural,26717.16525,26696.4030625,26909.776125,0.027403,27.008924,854.949288,881.985615,0.016538,26.992466
random_n11_08,11,spectrum,reference-proposed,32,random,11,natural,188.6520625,185.9244375,189.302125,0.026672,11.225024,6.036866,17.226328,0.016468,11.208597
random_n11_09,11,max,reference,192,random,11,high,144.87285416666666,144.59558854166664,146.24461979166665,0.02591,0.334245,27.815588,28.174819,0.016448,0.317847
random_n11_09,11,max,reference-proposed,192,random,11,high,5.4445625,5.3839375,5.878859375,0.025809,0.228769,1.045356,1.299934,0.016468,0.212311
random_n11_09,11,max,reference,1312,random,11,natural,114.7131981707317,114.70411356707318,114.84271036585366,0.02583,0.331242,150.503716,150.869452,0.016518,0.314543
random_n11_09,11,max,reference-proposed,1312,random,11,natural,0.609483993902439,0.605984756097561,0.6218932926829268,0.026361,0.233272,0.799643,1.060324,0.016708,0.216323
random_n11_09,11,min,reference,32,random,11,static,26864.68640625,26850.12190625,26931.2345625,0.048141,27.070085,859.669965,886.598545,0.016368,27.036177
random_n11_09,11,min,reference-proposed,32,random,11,static,86.95371875,86.77609375,87.1170625,0.029919,0.249305,2.782519,3.062632,0.016728,0.232626
random_n11_09,11,spectrum,reference,32,random,11,high,26919.09403125,26764.25821875,27011.33615625,0.026651,26.915172,861.411009,888.353052,0.016548,26.898514
random_n11_09,11,spectrum,reference-proposed,32,random,11,high,732.17359375,728.45959375,741.3705625,0.026539,11.140697,23.429555,34.725687,0.016508,11.124189
random_n11_09,11,spectrum,reference,32,random,11,natural,26671.015875,26654.89734375,26883.52959375,0.026702,26.84019,853.472508,880.265521,0.016428,26.823793
random_n11_09,11,spectrum,reference-proposed,32,random,11,natural,185.4350625,184.970125,192.473125,0.026321,10.967606,5.933922,17.169396,0.016507,10.950567
random_n12_00,12,max,reference,96,random,12,high,361.0179375,360.5358541666667,361.87002083333334,0.045935,0.72215,34.657722,35.431784,0.036013,0.685976
random_n12_00,12,max,reference-proposed,96,random,12,high,11.816322916666666,11.572427083333334,12.074395833333334,0.04759,0.514228,1.134367,1.71348,0.036364,0.472058
random_n12_00,12,max,reference,1056,random,12,natural,331.8568607954545,330.9806912878788,332.3934081439394,0.046508,0.744676,350.440845,351.234257,0.036003,0.709174
random_n12_00,12,max,reference-proposed,1056,random,12,natural,0.8513390151515151,0.8511410984848485,0.8517301136363636,0.049174,0.526175,0.899014,1.476829,0.036163,0.490222
random_n12_00,12,min,reference,32,random,12,static,109877.22821875,109699.67984375,109895.91378125,0.048301,110.165709,3516.071303,3626.285313,0.036163,110.129546
random_n12_00,12,min,reference-proposed,32,random,12,static,206.46240625,206.38903125,206.76203125,0.050285,0.571996,6.606797,7.237267,0.036053,0.535813
random_n12_00,12,spectrum,reference,32,random,12,high,109575.0853125,109441.69009375,110039.689625,0.049294,110.147327,3506.40273,3616.30399,0.036004,110.111505
random_n12_00,12,spectrum,reference-proposed,32,random,12,high,3562.7223125,3555.51771875,3569.02428125,0.047871,45.053905,114.007114,159.311043,0.036024,45.017631
random_n12_00,12,spectrum,reference,32,random,12,natural,109391.94725,109348.73075,109500.59190625,0.049645,109.924563,3500.542312,3610.478069,0.036074,109.888419
random_n12_00,12,spectrum,reference-proposed,32,random,12,natural,940.2933125,939.3581875,942.7899375,0.053785,44.094456,30.089386,74.281037,0.036483,44.058603
random_n12_01,12,max,reference,96,random,12,high,360.90288541666666,360.6748333333333,361.98746875,0.045716,0.738057,34.646677,35.431401,0.036033,0.701735
random_n12_01,12,max,reference-proposed,96,random,12,high,11.758510416666667,11.590041666666666,12.114916666666666,0.048221,0.516516,1.128817,1.727228,0.035793,0.480623
random_n12_01,12,max,reference,1056,random,12,natural,330.7006827651515,330.4364649621212,331.1875890151515,0.045796,0.729176,349.219921,349.99439,0.035933,0.691728
random_n12_01,12,max,reference-proposed,1056,random,12,natural,0.6596969696969698,0.6471742424242424,0.6798295454545455,0.047921,0.518533,0.69664,1.2626,0.035933,0.48257
random_n12_01,12,min,reference,32,random,12,static,109741.20353125,109692.02375,110031.41103125,0.049624,110.00936,3511.718513,3621.719393,0.036114,109.973227
random_n12_01,12,min,reference-proposed,32,random,12,static,204.5069375,204.0965625,205.182125,0.051288,0.575648,6.544222,7.200211,0.035933,0.539625
random_n12_01,12,spectrum,reference,32,random,12,high,109657.2890625,109555.88828125,109766.373,0.046266,110.348571,3509.03325,3619.14855,0.036173,110.312398
random_n12_01,12,spectrum,reference-proposed,32,random,12,high,3451.716375,3447.3301875,3462.23221875,0.04793,46.160202,110.454924,156.793295,0.036033,46.123637
random_n12_01,12,spectrum,reference,32,random,12,natural,109467.8855,109302.01275,109534.1721875,0.047859,109.905943,3502.972336,3612.926138,0.035821,109.870122
random_n12_01,12,spectrum,reference-proposed,32,random,12,natural,843.72275,840.9028125,844.2640625,0.047959,45.434837,26.999128,72.499078,0.036134,45.396508
random_n12_02,12,max,reference,96,random,12,high,361.46934375,361.1766770833333,362.054375,0.046517,0.733934,34.701057,35.469297,0.036015,0.697919
random_n12_02,12,max,reference-proposed,96,random,12,high,11.929864583333334,11.80965625,12.137416666666667,0.047249,0.521023,1.145267,1.716075,0.036013,0.4848
random_n12_02,12,max,reference,1056,random,12,natural,331.32204924242427,331.2975104166667,331.7157803030303,0.048081,0.743996,349.876084,350.679044,0.035772,0.708224
random_n12_02,12,max,reference-proposed,1056,random,12,natural,0.7845179924242424,0.780814393939394,0.784873106060606,0.046819,0.522077,0.828451,1.398708,0.036073,0.486004
random_n12_02,12,min,reference,32,random,12,static,109841.43009375,109794.05575,109938.451375,0.048502,110.242493,3514.925763,3625.054934,0.036534,110.205648
random_n12_02,12,min,reference-proposed,32,random,12,static,211.7384375,211.55165625,212.04284375,0.049936,0.584264,6.77563,7.408461,0.035803,0.548332
random_n12_02,12,spectrum,reference,32,random,12,high,109868.92178125,109597.6295625,111174.79403125,0.048031,110.268903,3515.805497,3626.12298,0.036223,110.232981
random_n12_02,12,spectrum,reference-proposed,32,random,12,high,3525.957875,3518.19665625,3529.35575,0.04779,47.136748,112.830652,159.681305,0.035963,47.100444
random_n12_02,12,spectrum,reference,32,random,12,natural,109487.09875,109287.87303125,109512.73984375,0.046948,110.086144,3503.58716,3614.092459,0.035853,110.050572
random_n12_02,12,spectrum,reference-proposed,32,random,12,natural,892.66153125,891.72625,901.94003125,0.049855,43.870917,28.565169,72.827707,0.035863,43.835285
random_n12_03,12,max,reference,96,random,12,high,360.43171875,360.24415625,360.7434166666667,0.049183,0.747933,34.601445,35.398666,0.036194,0.711378
random_n12_03,12,max,reference-proposed,96,random,12,high,11.516333333333334,11.463135416666667,11.89059375,0.046618,0.512749,1.105568,1.673697,0.035843,0.477037
random_n12_03,12,max,reference,1056,random,12,natural,329.5849990530303,329.1656240530303,329.7095464015151,0.046467,0.745786,348.041759,348.814283,0.035843,0.709843
random_n12_03,12,max,reference-proposed,1056,random,12,natural,0.7104412878787879,0.6818011363636364,0.7186818181818181,0.048031,0.52407,0.750226,1.318242,0.036103,0.488428
random_n12_03,12,min,reference,32,random,12,static,110062.3861875,109855.92871875,110492.077125,0.050357,110.31078,3521.996358,3632.355831,0.035953,110.274837
random_n12_03,12,min,reference-proposed,32,random,12,static,207.05078125,206.8793125,207.72634375,0.052172,0.573063,6.625625,7.265837,0.035944,0.536569
