case,group,n,m,metric,profile,steps,baseline_anf_xor_per_step,proposed_anf_xor_per_step,logical_anf_xor_ratio,baseline_degree_tests_per_step,proposed_degree_tests_per_step,mean_delta_fraction,conditional_guard_keep_fraction,actual_degree_drops,measured_time_speedup,reference_growth_factor
random_n07_03,random,7,7,spectrum,high,256,60480.0,7130.5,8.481873641399622,16256.0,32.58203125,0.87042236328125,0.871291394804875,136,13.977726855071817,14
random_n07_03,random,7,7,spectrum,natural,640,60480.0,1628.0,37.14987714987715,16256.0,32.2015625,0.19873046875,0.8706027060270602,308,37.74653918268053,14
random_n07_04,random,7,7,max,high,2176,3136.0,387.2858455882353,8.097378294930547,896.0,1.7357536764705883,0.87042236328125,0.8744012772751464,50,8.605410332098504,7
random_n07_04,random,7,7,max,natural,2176,3136.0,97.31939338235294,32.223793131129966,896.0,1.5978860294117647,0.21636962890625,0.8884097739448582,56,17.923069788227952,7
random_n07_04,random,7,7,min,static,384,60480.0,3776.0,16.016949152542374,16256.0,0.0,,,0,21.2183796569794,18.285714285714285
random_n07_04,random,7,7,spectrum,high,256,60480.0,7130.5,8.481873641399622,16256.0,32.765625,0.87042236328125,0.8704341409420735,121,15.611408385798446,14
random_n07_04,random,7,7,spectrum,natural,640,60480.0,1772.5,34.121297602256696,16256.0,29.809375,0.21636962890625,0.8852777641096294,314,38.77124833997344,14
random_n07_05,random,7,7,max,high,2176,3136.0,418.88786764705884,7.4864904004388375,896.0,1.9485294117647058,0.87042236328125,0.8700835791543756,52,8.254812630273236,7
random_n07_05,random,7,7,max,natural,2176,3136.0,84.8671875,36.95185492037191,896.0,1.6994485294117647,0.18707275390625,0.8770610737369741,68,19.927579690119043,7
random_n07_05,random,7,7,min,static,384,60480.0,4288.0,14.104477611940299,16256.0,0.0,,,0,19.73677744380655,18.285714285714285
random_n07_05,random,7,7,spectrum,high,256,60480.0,7130.5,8.481873641399622,16256.0,34.28515625,0.87042236328125,0.8666420391577392,144,14.56507304116866,14
random_n07_05,random,7,7,spectrum,natural,640,60480.0,1532.5,39.46492659053833,16256.0,32.503125,0.18707275390625,0.8708112766219377,345,38.376670343679606,14
random_n07_06,random,7,7,max,high,2176,3136.0,400.01516544117646,7.839702768622054,896.0,1.9393382352941178,0.87042236328125,0.8652482269503546,69,8.751740863339956,7
random_n07_06,random,7,7,max,natural,2176,3136.0,80.93520220588235,38.7470459642847,896.0,1.8869485294117647,0.17938232421875,0.8632777131030914,59,19.982790146088867,7
random_n07_06,random,7,7,min,static,384,60480.0,3648.0,16.57894736842105,16256.0,0.0,,,0,21.551997000964853,18.285714285714285
random_n07_06,random,7,7,spectrum,high,256,60480.0,7130.5,8.481873641399622,16256.0,32.86328125,0.87042236328125,0.8695678898518655,115,14.605679802590801,14
random_n07_06,random,7,7,spectrum,natural,640,60480.0,1469.5,41.15685607349439,16256.0,33.728125,0.17938232421875,0.8634139143693284,297,41.623373597965404,14
random_n07_07,random,7,7,max,high,2176,3136.0,399.7578125,7.844749750825695,896.0,1.9719669117647058,0.87042236328125,0.8677856681730148,68,8.10890899782256,7
random_n07_07,random,7,7,max,natural,2176,3136.0,87.86626838235294,35.69060183998703,896.0,1.7899816176470589,0.1956787109375,0.8762981464440647,57,18.398520594773153,7
random_n07_07,random,7,7,min,static,384,60480.0,3520.0,17.181818181818183,16256.0,0.0,,,0,22.153850600277956,18.285714285714285
random_n07_07,random,7,7,spectrum,high,256,60480.0,7130.5,8.481873641399622,16256.0,32.53515625,0.87042236328125,0.8727462925358439,133,15.486975102023617,14
random_n07_07,random,7,7,spectrum,natural,640,60480.0,1603.0,37.7292576419214,16256.0,32.159375,0.1956787109375,0.8760913942792493,300,39.44443843965441,14
random_n07_08,random,7,7,max,high,2176,3136.0,397.39246323529414,7.8914430698279,896.0,1.8874080882352942,0.87042236328125,0.8698408591020831,49,8.453201246335883,7
random_n07_08,random,7,7,max,natural,2176,3136.0,88.15992647058823,35.571717508705355,896.0,1.8290441176470589,0.194580078125,0.8707894736842106,58,19.51188087934798,7
random_n07_08,random,7,7,min,static,384,60480.0,4544.0,13.309859154929578,16256.0,0.0,,,0,17.244974223880906,18.285714285714285
random_n07_08,random,7,7,spectrum,high,256,60480.0,7130.5,8.481873641399622,16256.0,32.8671875,0.87042236328125,0.8700356571990655,117,14.183199310676004,14
random_n07_08,random,7,7,spectrum,natural,640,60480.0,1594.0,37.94228356336261,16256.0,33.915625,0.194580078125,0.8670538724681909,326,40.118533812166156,14
random_n07_09,random,7,7,max,high,2176,3136.0,385.10110294117646,8.143316069595933,896.0,1.7215073529411764,0.87042236328125,0.8729563119807022,58,7.029695584631273,7
random_n07_09,random,7,7,max,natural,2176,3136.0,89.51792279411765,35.03209080501666,896.0,1.806985294117647,0.1995849609375,0.8746177370030581,76,20.017113851633212,7
random_n07_09,random,7,7,min,static,384,60480.0,4288.0,14.104477611940299,16256.0,0.0,,,0,15.808027121006955,18.285714285714285
random_n07_09,random,7,7,spectrum,high,256,60480.0,7130.5,8.481873641399622,16256.0,33.2578125,0.87042236328125,0.8687142241644611,136,12.992708266496745,14
random_n07_09,random,7,7,spectrum,natural,640,60480.0,1635.0,36.99082568807339,16256.0,31.08125,0.1995849609375,0.8789504775031998,332,36.605697672644766,14
random_n08_00,random,8,8,max,high,1280,8192.0,886.5375,9.240443861652778,2048.0,2.0359375,0.87042236328125,0.8724076634406478,22,11.029773813705575,8
random_n08_00,random,8,8,max,natural,1664,8192.0,156.05168269230768,52.49542881349405,2048.0,1.5673076923076923,0.15142822265625,0.9017938583155974,26,26.217237704687413,8
random_n08_00,random,8,8,min,static,256,270336.0,9728.0,27.789473684210527,65280.0,0.0,,,0,65.7209503062475,32.0
random_n08_00,random,8,8,spectrum,high,128,270336.0,28522.0,9.47815721197672,65280.0,65.4921875,0.87042236328125,0.8707187059616445,63,27.543316115328054,16
random_n08_00,random,8,8,spectrum,natural,256,270336.0,4962.0,54.481257557436514,65280.0,49.37109375,0.15142822265625,0.9052028083514732,151,89.15151690075294,16
random_n08_01,random,8,8,max,high,1280,8192.0,868.2484375,9.435087523552268,2048.0,2.0203125,0.87042236328125,0.8643931795386158,16,10.381800166123162,8
random_n08_01,random,8,8,max,natural,1664,8192.0,152.1622596153846,53.8372656972014,2048.0,1.4975961538461537,0.158935546875,0.9036747458952307,24,35.36626535696356,8
random_n08_01,random,8,8,min,static,256,270336.0,11776.0,22.956521739130434,65280.0,0.0,,,0,57.27894733948888,32.0
random_n08_01,random,8,8,spectrum,high,128,270336.0,28522.0,9.47815721197672,65280.0,64.359375,0.87042236328125,0.8721215090641842,58,27.61424998047526,16
random_n08_01,random,8,8,spectrum,natural,256,270336.0,5208.0,51.90783410138249,65280.0,47.35546875,0.158935546875,0.9042794171666463,100,86.15229665628398,16
random_n08_02,random,8,8,max,high,1280,8192.0,964.953125,8.48953155107923,2048.0,2.409375,0.87042236328125,0.8569884726224783,17,10.440258893315942,8
random_n08_02,random,8,8,max,natural,1664,8192.0,154.38942307692307,53.06062965154299,2048.0,1.5096153846153846,0.14935302734375,0.9105605076295513,30,35.513559725662034,8
random_n08_02,random,8,8,min,static,256,270336.0,11520.0,23.466666666666665,65280.0,0.0,,,0,58.93889034016273,32.0
random_n08_02,random,8,8,spectrum,high,128,270336.0,28522.0,9.47815721197672,65280.0,63.5859375,0.87042236328125,0.8722752877785942,52,27.826990489481144,16
random_n08_02,random,8,8,spectrum,natural,256,270336.0,4894.0,55.238250919493254,65280.0,47.9375,0.14935302734375,0.9073172225795584,119,90.40107141001532,16
random_n08_03,random,8,8,max,high,1280,8192.0,894.6515625,9.156637447889105,2048.0,2.153125,0.87042236328125,0.8665233535274575,22,10.874532796805266,8
random_n08_03,random,8,8,max,natural,1664,8192.0,150.15144230769232,54.558250484286695,2048.0,1.5360576923076923,0.14459228515625,0.9097721822541966,41,31.59954033006564,8
random_n08_03,random,8,8,min,static,256,270336.0,11264.0,24.0,65280.0,0.0,,,0,60.135255470282424,32.0
random_n08_03,random,8,8,spectrum,high,128,270336.0,28522.0,9.47815721197672,65280.0,71.0,0.87042236328125,0.8646791804686541,82,27.98208089494828,16
random_n08_03,random,8,8,spectrum,natural,256,270336.0,4738.0,57.05698607007176,65280.0,46.50390625,0.14459228515625,0.9111608237313067,135,90.24916781929267,16
random_n08_04,random,8,8,max,high,1280,8192.0,910.3484375,8.998752194815514,2048.0,2.1296875,0.87042236328125,0.8722627737226277,27,10.53967418751558,8
random_n08_04,random,8,8,max,natural,1664,8192.0,134.44170673076923,60.93347220297616,2048.0,1.8010817307692308,0.131256103515625,0.8891836133215444,28,35.45619215303719,8
random_n08_04,random,8,8,min,static,256,270336.0,11520.0,23.466666666666665,65280.0,0.0,,,0,54.28388001806702,32.0
random_n08_04,random,8,8,spectrum,high,128,270336.0,28522.0,9.47815721197672,65280.0,66.609375,0.87042236328125,0.8687209017397697,60,27.506510002290664,16
random_n08_04,random,8,8,spectrum,natural,256,270336.0,4301.0,62.85421994884911,65280.0,53.55078125,0.131256103515625,0.8932181584267598,123,92.75819423924824,16
random_n08_05,random,8,8,max,high,1280,8192.0,923.878125,8.866970413440626,2048.0,2.06328125,0.87042236328125,0.8790750568612585,24,10.455242969078316,8
random_n08_05,random,8,8,max,natural,1664,8192.0,156.68870192307693,52.282008207724466,2048.0,1.734375,0.15277099609375,0.8927654432865126,27,35.90878522400142,8
random_n08_05,random,8,8,min,static,256,270336.0,10496.0,25.75609756097561,65280.0,0.0,,,0,62.4161160165685,32.0
random_n08_05,random,8,8,spectrum,high,128,270336.0,28522.0,9.47815721197672,65280.0,65.6640625,0.87042236328125,0.8720951621803912,76,27.414690979332843,16
random_n08_05,random,8,8,spectrum,natural,256,270336.0,5006.0,54.00239712345186,65280.0,52.2578125,0.15277099609375,0.8978035107067365,125,87.41309680954947,16
random_n08_06,random,8,8,max,high,1280,8192.0,900.8671875,9.093460294334452,2048.0,2.1890625,0.87042236328125,0.8647652308886302,23,10.778721885984618,8
random_n08_06,random,8,8,max,natural,1664,8192.0,172.07572115384616,47.606948528641375,2048.0,1.5618990384615385,0.165679931640625,0.9024354024354024,29,34.85133818854141,8
random_n08_06,random,8,8,min,static,256,270336.0,11264.0,24.0,65280.0,0.0,,,0,59.23280264055141,32.0
random_n08_06,random,8,8,spectrum,high,128,270336.0,28522.0,9.47815721197672,65280.0,63.953125,0.87042236328125,0.8732014939080389,52,27.880759994546025,16
random_n08_06,random,8,8,spectrum,natural,256,270336.0,5429.0,49.794805673236326,65280.0,48.74609375,0.165679931640625,0.9046145360951097,132,84.33687875689277,16
random_n08_07,random,8,8,max,high,1280,8192.0,915.54375,8.947688190760955,2048.0,2.13125,0.87042236328125,0.868531202435312,20,10.796787286524504,8
random_n08_07,random,8,8,max,natural,1664,8192.0,148.63762019230768,55.11390716159995,2048.0,1.6995192307692308,0.142059326171875,0.8964702407325358,31,36.19695961397455,8
random_n08_07,random,8,8,min,static,256,270336.0,11008.0,24.558139534883722,65280.0,0.0,,,0,56.53888341703642,32.0
random_n08_07,random,8,8,spectrum,high,128,270336.0,28522.0,9.47815721197672,65280.0,66.6875,0.87042236328125,0.8692482078304026,63,27.138168182885785,16
random_n08_07,random,8,8,spectrum,natural,256,270336.0,4655.0,58.074328678839954,65280.0,50.03125,0.142059326171875,0.9023171703549316,142,89.39876540919589,16
random_n08_08,random,8,8,max,high,1280,8192.0,912.8859375,8.973738846754882,2048.0,1.91875,0.87042236328125,0.8813689675062488,19,10.756051368726043,8
random_n08_08,random,8,8,max,natural,1664,8192.0,152.90925480769232,53.57425886551302,2048.0,1.6153846153846154,0.148895263671875,0.8994321578003587,24,36.14097044295941,8
random_n08_08,random,8,8,min,static,256,270336.0,11520.0,23.466666666666665,65280.0,0.0,,,0,54.11389265554931,32.0
random_n08_08,random,8,8,spectrum,high,128,270336.0,28522.0,9.47815721197672,65280.0,66.0,0.87042236328125,0.8715528863831352,63,27.632153442772456,16
random_n08_08,random,8,8,spectrum,natural,256,270336.0,4879.0,55.40807542529207,65280.0,50.66796875,0.148895263671875,0.9008145516903479,110,87.42941598692575,16
random_n08_09,random,8,8,max,high,1280,8192.0,921.55625,8.889310880372197,2048.0,2.12734375,0.87042236328125,0.8727031634779314,14,10.558913809308832,8
random_n08_09,random,8,8,max,natural,1664,8192.0,162.2283653846154,50.49671788640775,2048.0,1.5931490384615385,0.155181884765625,0.9033724340175953,23,35.16125614657346,8
random_n08_09,random,8,8,min,static,256,270336.0,12288.0,22.0,65280.0,0.0,,,0,51.66218105060666,32.0
random_n08_09,random,8,8,spectrum,high,128,270336.0,28522.0,9.47815721197672,65280.0,64.6796875,0.87042236328125,0.8722947704003433,70,27.39400526699103,16
random_n08_09,random,8,8,spectrum,natural,256,270336.0,5085.0,53.163421828908554,65280.0,49.203125,0.155181884765625,0.9039534171008274,135,84.02527893259966,16
random_n09_00,random,9,9,max,high,640,20736.0,2159.5375,9.602055995786134,4608.0,2.1671875,0.87042236328125,0.8845533698806837,1,13.079892314788701,9
random_n09_00,random,9,9,max,natural,2688,20736.0,266.19642857142856,77.89736365465889,4608.0,1.2552083333333333,0.1156158447265625,0.9320223766740126,32,64.56908282935815,9
random_n09_00,random,9,9,min,static,128,1200384.0,28416.0,42.24324324324324,261632.0,0.0,,,0,103.36591436554588,56.888888888888886
random_n09_00,random,9,9,spectrum,high,128,1200384.0,114088.0,10.521562302783815,261632.0,132.6796875,0.87042236328125,0.8699360993059589,61,32.74756954623351,18
random_n09_00,random,9,9,spectrum,natural,128,1200384.0,15154.0,79.21235317407945,261632.0,71.8125,0.1156158447265625,0.9293160903726803,58,135.54170947930254,18
random_n09_01,random,9,9,max,high,640,20736.0,1953.43125,10.615167541729457,4608.0,2.003125,0.87042236328125,0.8792114695340502,2,11.217669061980828,9
random_n09_01,random,9,9,max,natural,2688,20736.0,273.47247023809524,75.82481696218443,4608.0,1.3433779761904763,0.118011474609375,0.9262755309626495,25,62.6143714395606,9
random_n09_01,random,9,9,min,static,128,1200384.0,28416.0,42.24324324324324,261632.0,0.0,,,0,107.1123477526068,56.888888888888886
random_n09_01,random,9,9,spectrum,high,128,1200384.0,114088.0,10.521562302783815,261632.0,133.9765625,0.87042236328125,0.8684154208321868,62,32.90087117635012,18
random_n09_01,random,9,9,spectrum,natural,128,1200384.0,15468.0,77.60434445306439,261632.0,72.7109375,0.118011474609375,0.9284447434407681,67,137.193165926382,18
random_n09_02,random,9,9,max,high,640,20736.0,1999.91875,10.368421217111946,4608.0,2.4234375,0.87042236328125,0.8660808435852373,17,12.733904407845992,9
random_n09_02,random,9,9,max,natural,2688,20736.0,302.54315476190476,68.53898253397537,4608.0,1.2094494047619047,0.135009765625,0.9298423138544565,17,59.50108993839572,9
random_n09_02,random,9,9,min,static,128,1200384.0,26368.0,45.52427184466019,261632.0,0.0,,,0,110.41268120399556,56.888888888888886
random_n09_02,random,9,9,spectrum,high,128,1200384.0,114088.0,10.521562302783815,261632.0,129.0390625,0.87042236328125,0.8711847819438497,69,33.01842482129487,18
random_n09_02,random,9,9,spectrum,natural,128,1200384.0,17696.0,67.83363471971067,261632.0,76.1015625,0.135009765625,0.9267845128142395,69,127.98450155919676,18
random_n09_03,random,9,9,max,high,640,20736.0,2085.8625,9.941211369397552,4608.0,2.4375,0.87042236328125,0.8723045822102425,14,10.545535821266949,9
random_n09_03,random,9,9,max,natural,2688,20736.0,304.00372023809524,68.20969159114105,4608.0,1.5502232142857142,0.127655029296875,0.9164202956452258,27,59.250762004670605,9
random_n09_03,random,9,9,min,static,128,1200384.0,27904.0,43.018348623853214,261632.0,0.0,,,0,105.15650491694225,56.888888888888886
random_n09_03,random,9,9,spectrum,high,128,1200384.0,114088.0,10.521562302783815,261632.0,131.578125,0.87042236328125,0.8713049857854676,56,32.39237229892163,18
random_n09_03,random,9,9,spectrum,natural,128,1200384.0,16732.0,71.7418120965814,261632.0,86.984375,0.127655029296875,0.9141083659491194,67,130.10199201251194,18
random_n09_04,random,9,9,max,high,640,20736.0,1957.04375,10.595573042248034,4608.0,2.353125,0.87042236328125,0.8609129814550642,7,10.940596258906028,9
random_n09_04,random,9,9,max,natural,2688,20736.0,316.87723214285717,65.43859228943161,4608.0,1.5145089285714286,0.134185791015625,0.923908625315015,30,58.6945580288606,9
random_n09_04,random,9,9,min,static,128,1200384.0,30464.0,39.403361344537814,261632.0,0.0,,,0,99.2055110059809,56.888888888888886
random_n09_04,random,9,9,spectrum,high,128,1200384.0,114088.0,10.521562302783815,261632.0,131.28125,0.87042236328125,0.8705929119652631,67,32.82717817268511,18
random_n09_04,random,9,9,spectrum,natural,128,1200384.0,17588.0,68.25017057084376,261632.0,72.15625,0.134185791015625,0.928842272643875,66,127.53558139680511,18
random_n09_05,random,9,9,max,high,640,20736.0,2075.85625,9.989130991127155,4608.0,2.3484375,0.87042236328125,0.8762609280430397,0,13.362234434364579,9
random_n09_05,random,9,9,max,natural,2688,20736.0,323.24627976190476,64.14923016368085,4608.0,1.5569196428571428,0.130401611328125,0.9197204968944099,27,57.58575007172408,9
random_n09_05,random,9,9,min,static,128,1200384.0,29440.0,40.77391304347826,261632.0,0.0,,,0,101.000135209493,56.888888888888886
random_n09_05,random,9,9,spectrum,high,128,1200384.0,114088.0,10.521562302783815,261632.0,130.8671875,0.87042236328125,0.870926322225619,58,32.58048550418387,18
random_n09_05,random,9,9,spectrum,natural,128,1200384.0,17092.0,70.23075122864498,261632.0,79.59375,0.130401611328125,0.9205796038151137,55,132.3963517246387,18
random_n09_06,random,9,9,max,high,640,20736.0,2015.30625,10.289255044983857,4608.0,2.6046875,0.87042236328125,0.8630089717046239,5,13.444383268528153,9
random_n09_06,random,9,9,max,natural,2688,20736.0,248.70833333333334,83.37476964315631,4608.0,1.5602678571428572,0.1046142578125,0.9103580669393206,29,66.7156907781802,9
random_n09_06,random,9,9,min,static,128,1200384.0,28928.0,41.49557522123894,261632.0,0.0,,,0,102.53829686760564,56.888888888888886
random_n09_06,random,9,9,spectrum,high,128,1200384.0,114088.0,10.521562302783815,261632.0,129.78125,0.87042236328125,0.871060434689573,56,32.65168472404525,18
random_n09_06,random,9,9,spectrum,natural,128,1200384.0,13712.0,87.54259043173862,261632.0,87.515625,0.1046142578125,0.9116792562463684,70,149.26001968527999,18
random_n09_07,random,9,9,max,high,640,20736.0,1977.8375,10.484177795192982,4608.0,2.16875,0.87042236328125,0.8765822784810127,1,13.5554077526116,9
random_n09_07,random,9,9,max,natural,2688,20736.0,298.0762648809524,69.56608909562685,4608.0,1.2425595238095237,0.1282958984375,0.9291103556918995,23,59.96375845946484,9
random_n09_07,random,9,9,min,static,128,1200384.0,28928.0,41.49557522123894,261632.0,0.0,,,0,102.74875748237895,56.888888888888886
random_n09_07,random,9,9,spectrum,high,128,1200384.0,114088.0,10.521562302783815,261632.0,130.421875,0.87042236328125,0.8703307452466834,54,32.919849836119724,18
random_n09_07,random,9,9,spectrum,natural,128,1200384.0,16816.0,71.38344433872503,261632.0,73.5703125,0.1282958984375,0.9275907409106198,65,130.7703088852118,18
random_n09_08,random,9,9,max,high,640,20736.0,1926.00625,10.766320202751158,4608.0,2.3375,0.87042236328125,0.8704775687409552,4,13.383876546179831,9
random_n09_08,random,9,9,max,natural,2688,20736.0,281.4918154761905,73.66466397938281,4608.0,1.1476934523809523,0.119171142578125,0.9382329317269076,14,56.51672707831805,9
random_n09_08,random,9,9,min,static,128,1200384.0,28416.0,42.24324324324324,261632.0,0.0,,,0,104.0088672361037,56.888888888888886
random_n09_08,random,9,9,spectrum,high,128,1200384.0,114088.0,10.521562302783815,261632.0,130.734375,0.87042236328125,0.8700981141302687,51,32.94533847767031,18
random_n09_08,random,9,9,spectrum,natural,128,1200384.0,15620.0,76.84916773367478,261632.0,62.5546875,0.119171142578125,0.941768357953329,70,135.62640906084036,18
random_n09_09,random,9,9,max,high,640,20736.0,2005.65,10.338792910029168,4608.0,2.2640625,0.87042236328125,0.8677340758788723,4,13.454585802626912,9
random_n09_09,random,9,9,max,natural,2688,20736.0,299.2935267857143,69.28315564554923,4608.0,1.2976190476190477,0.129150390625,0.9273071540298016,17,59.19711452968154,9
random_n09_09,random,9,9,min,static,128,1200384.0,27392.0,43.822429906542055,261632.0,0.0,,,0,106.6771583537594,56.888888888888886
random_n09_09,random,9,9,spectrum,high,128,1200384.0,114088.0,10.521562302783815,261632.0,129.8125,0.87042236328125,0.8708710545632493,73,32.9302409926124,18
random_n09_09,random,9,9,spectrum,natural,128,1200384.0,16928.0,70.91115311909263,261632.0,73.546875,0.129150390625,0.9285801676148528,75,130.74932004357396,18
random_n10_00,random,10,10,max,high,256,51200.0,4601.28125,11.127335456836072,10240.0,2.57421875,0.87042236328125,0.8744326777609682,0,13.762882891230388,10
random_n10_00,random,10,10,max,natural,2048,51200.0,442.7666015625,115.63654489592913,10240.0,1.08984375,0.084503173828125,0.9437286851079955,9,112.03113499620305,10
random_n10_00,random,10,10,min,static,128,5294080.0,70656.0,74.92753623188406,1047552.0,0.0,,,0,174.59407555745562,102.4
random_n10_00,random,10,10,spectrum,high,128,5294080.0,456352.0,11.60086950424234,1047552.0,261.2109375,0.87042236328125,0.8705479870486896,59,35.40076963616966,20
random_n10_00,random,10,10,spectrum,natural,128,5294080.0,44304.0,119.49440231130372,1047552.0,122.9921875,0.084503173828125,0.9401899990836057,62,186.85029433537395,20
random_n10_01,random,10,10,max,high,256,51200.0,4711.75,10.866450894041492,10240.0,2.80078125,0.87042236328125,0.862094395280236,0,16.840653885004315,10
random_n10_01,random,10,10,max,natural,2048,51200.0,462.734375,110.64663177443863,10240.0,1.251953125,0.086456298828125,0.9332687651331719,5,109.49419343432669,10
random_n10_01,random,10,10,min,static,128,5294080.0,66560.0,79.53846153846153,1047552.0,0.0,,,0,183.29499217081352,102.4
random_n10_01,random,10,10,spectrum,high,128,5294080.0,456352.0,11.60086950424234,1047552.0,264.140625,0.87042236328125,0.8700473499312662,66,35.52969769118096,20
random_n10_01,random,10,10,spectrum,natural,128,5294080.0,45328.0,116.7949170490646,1047552.0,127.828125,0.086456298828125,0.9356455309396486,86,190.8019938208531,20
random_n10_02,random,10,10,max,high,256,51200.0,4607.1875,11.113070609780912,10240.0,2.625,0.87042236328125,0.8679245283018868,4,14.949484437008708,10
random_n10_02,random,10,10,max,natural,2048,51200.0,500.7353515625,102.24962116262606,10240.0,1.087890625,0.10235595703125,0.946553738317757,8,101.4982318441463,10
random_n10_02,random,10,10,min,static,128,5294080.0,77824.0,68.02631578947368,1047552.0,0.0,,,0,161.6008132961415,102.4
random_n10_02,random,10,10,spectrum,high,128,5294080.0,456352.0,11.60086950424234,1047552.0,266.8671875,0.87042236328125,0.868701217370053,70,35.54119897132798,20
random_n10_02,random,10,10,spectrum,natural,128,5294080.0,53664.0,98.65235539654144,1047552.0,122.03125,0.10235595703125,0.9426061717079133,77,173.29922770029467,20
random_n10_03,random,10,10,max,high,256,51200.0,4445.34375,11.517669471567862,10240.0,2.69921875,0.87042236328125,0.8682352941176471,2,17.546905796531647,10
random_n10_03,random,10,10,max,natural,2048,51200.0,484.37890625,105.70237336795671,10240.0,1.1455078125,0.0919952392578125,0.946448809973555,10,104.63869885062766,10
random_n10_03,random,10,10,min,static,128,5294080.0,75776.0,69.86486486486487,1047552.0,0.0,,,0,165.6912603849275,102.4
random_n10_03,random,10,10,spectrum,high,128,5294080.0,456352.0,11.60086950424234,1047552.0,263.421875,0.87042236328125,0.870039409769957,69,35.91110597088759,20
random_n10_03,random,10,10,spectrum,natural,128,5294080.0,48232.0,109.76281307016089,1047552.0,113.1484375,0.0919952392578125,0.9455422864298586,54,178.68965506102242,20
random_n10_04,random,10,10,max,high,256,51200.0,4362.4375,11.73655783034141,10240.0,2.2421875,0.87042236328125,0.8728,0,14.3269123719741,10
random_n10_04,random,10,10,max,natural,2048,51200.0,411.396484375,124.45415054478126,10240.0,1.11962890625,0.07798004150390625,0.9477085781433607,16,114.63035739847132,10
random_n10_04,random,10,10,min,static,128,5294080.0,71680.0,73.85714285714286,1047552.0,0.0,,,0,173.48670888377265,102.4
random_n10_04,random,10,10,spectrum,high,128,5294080.0,456352.0,11.60086950424234,1047552.0,261.5390625,0.87042236328125,0.8707312603091208,60,35.74229305482052,20
random_n10_04,random,10,10,spectrum,natural,128,5294080.0,40884.0,129.4902651403972,1047552.0,104.1171875,0.07798004150390625,0.9514847855309788,72,201.0706067320918,20
random_n10_05,random,10,10,max,high,256,51200.0,4378.28125,11.6940865779237,10240.0,2.59765625,0.87042236328125,0.8643933386201428,0,14.883391088972974,10
random_n10_05,random,10,10,max,natural,2048,51200.0,472.099609375,108.45168897255031,10240.0,1.1376953125,0.0970001220703125,0.9401023377144577,12,103.98839935996469,10
random_n10_05,random,10,10,min,static,128,5294080.0,65536.0,80.78125,1047552.0,0.0,,,0,181.241969961481,102.4
random_n10_05,random,10,10,spectrum,high,128,5294080.0,456352.0,11.60086950424234,1047552.0,265.9921875,0.87042236328125,0.8708514700267278,61,35.81715794432132,20
random_n10_05,random,10,10,spectrum,natural,128,5294080.0,50856.0,104.09941796444863,1047552.0,118.625,0.0970001220703125,0.9404298217476974,66,174.2066393329225,20
random_n10_06,random,10,10,max,high,256,51200.0,4306.1875,11.889867777471371,10240.0,2.80078125,0.87042236328125,0.8610441767068273,0,14.952071731969918,10
random_n10_06,random,10,10,max,natural,2048,51200.0,458.958984375,111.55680952563333,10240.0,0.75244140625,0.0874481201171875,0.9623188405797102,7,108.26455133790498,10
random_n10_06,random,10,10,min,static,128,5294080.0,66560.0,79.53846153846153,1047552.0,0.0,,,0,183.87309244840748,102.4
random_n10_06,random,10,10,spectrum,high,128,5294080.0,456352.0,11.60086950424234,1047552.0,263.5546875,0.87042236328125,0.870526235392958,71,35.54914360431155,20
random_n10_06,random,10,10,spectrum,natural,128,5294080.0,45848.0,115.47024952015354,1047552.0,84.4765625,0.0874481201171875,0.9606645492303933,49,189.1623374377887,20
random_n10_07,random,10,10,max,high,256,51200.0,4475.53125,11.439982683619961,10240.0,2.48046875,0.87042236328125,0.8681747269890796,1,17.91798238675315,10
random_n10_07,random,10,10,max,natural,2048,51200.0,624.23828125,82.01996182847846,10240.0,1.16064453125,0.118011474609375,0.9436286120322123,10,92.10187103746267,10
random_n10_07,random,10,10,min,static,128,5294080.0,71680.0,73.85714285714286,1047552.0,0.0,,,0,172.0413314273961,102.4
random_n10_07,random,10,10,spectrum,high,128,5294080.0,456352.0,11.60086950424234,1047552.0,263.0703125,0.87042236328125,0.8702719217842958,77,35.80553973824748,20
random_n10_07,random,10,10,spectrum,natural,128,5294080.0,61872.0,85.56503749676752,1047552.0,119.7734375,0.118011474609375,0.9418844409145755,63,157.7269037255066,20
random_n10_08,random,10,10,max,high,256,51200.0,4355.21875,11.75601110736401,10240.0,2.47265625,0.87042236328125,0.8629807692307693,0,15.0205146720201,10
random_n10_08,random,10,10,max,natural,2048,51200.0,444.1640625,115.27272087664679,10240.0,1.03076171875,0.08652496337890625,0.9458755136814674,11,110.63408733367889,10
random_n10_08,random,10,10,min,static,128,5294080.0,69632.0,76.02941176470588,1047552.0,0.0,,,0,175.94210871385755,102.4
