case,group,n,metric,steps,m,profile,baseline_us,proposed_us,paired_speedup,baseline_total_ms,proposed_total_ms,total_speedup,reference_growth_factor,speedup_over_reference_factor
random_n06_00,random,6,max,3456,6,high,1.5935101273148147,0.24621383101851851,6.47205772609485,5.521774,0.863976,6.3911196607313165,6,1.0786762876824751
random_n06_00,random,6,max,4992,6,natural,1.6704122596153845,0.1696308092948718,9.847340035451236,8.368747,0.872857,9.587764089650426,6,1.6412233392418727
random_n06_00,random,6,min,1152,6,static,9.466084201388888,0.8908723958333333,10.625634204923584,10.941654,1.039656,10.524302269212125,10.666666666666666,0.996153206711586
random_n06_00,random,6,spectrum,768,6,high,16.441266927083333,1.5003828125,10.958048032880496,12.66413,1.174756,10.780221594952485,12,0.913170669406708
random_n06_00,random,6,spectrum,1152,6,natural,17.72130729166667,0.9127222222222222,19.415882357416766,20.474026,1.073667,19.069251453197314,12,1.6179901964513972
random_n06_01,random,6,max,3456,6,high,1.5703842592592594,0.23659635416666666,6.637398385915222,5.441511,0.830878,6.549109496219661,6,1.1062330643192035
random_n06_01,random,6,max,4992,6,natural,1.7169457131410257,0.1468515625,11.691708851521588,8.600762,0.746163,11.52665302353507,6,1.9486181419202646
random_n06_01,random,6,min,1152,6,static,9.564457465277778,0.9009774305555556,10.61564600944576,11.09462,1.065458,10.413005486842279,10.666666666666666,0.99521681338554
random_n06_01,random,6,spectrum,768,6,high,15.562067708333334,1.5709440104166668,9.906188638897293,11.988745,1.250817,9.584731419544186,12,0.8255157199081077
random_n06_01,random,6,spectrum,1152,6,natural,16.414629340277777,0.8715842013888889,18.833096462878398,18.946338,1.025905,18.467926367451177,12,1.5694247052398664
random_n06_02,random,6,max,3456,6,high,1.6230101273148148,0.27858651620370367,5.825874666985184,5.638662,0.989115,5.700714274882092,6,0.9709791111641973
random_n06_02,random,6,max,4992,6,natural,1.6585164262820513,0.1555761217948718,10.660481873104002,8.293677,0.803027,10.328017613355467,6,1.7767469788506671
random_n06_02,random,6,min,1152,6,static,9.528763020833335,0.8498411458333334,11.212404891845598,11.052116,0.992879,11.131382575318845,10.666666666666666,1.051162958610525
random_n06_02,random,6,spectrum,768,6,high,16.357494791666667,1.459953125,11.204123277359791,12.59888,1.143636,11.016512246903734,12,0.9336769397799826
random_n06_02,random,6,spectrum,1152,6,natural,17.456578125,0.8938307291666666,19.53007158444313,20.147956,1.056625,19.06821814740329,12,1.627505965370261
random_n06_03,random,6,max,3456,6,high,1.592828125,0.2574754050925926,6.186331173756932,5.519138,0.916085,6.024700764667034,6,1.0310551956261553
random_n06_03,random,6,max,4992,6,natural,1.6880366586538462,0.18121053685897437,9.315333908908107,8.441955,0.930663,9.070904290812035,6,1.5525556514846846
random_n06_03,random,6,min,1152,6,static,9.356204861111111,0.9441822916666667,9.909320417983668,10.816125,1.10158,9.818737631402167,10.666666666666666,0.9289987891859689
random_n06_03,random,6,spectrum,768,6,high,15.71800390625,1.4574361979166668,10.78469433428243,12.109174,1.141693,10.606331124041226,12,0.8987245278568691
random_n06_03,random,6,spectrum,1152,6,natural,16.968902777777778,0.8952552083333334,18.95426311941621,19.624652,1.052813,18.64020676036485,12,1.5795219266180176
random_n06_04,random,6,max,3456,6,high,1.576324074074074,0.23834027777777778,6.613754455484009,5.46215,0.836905,6.526606962558475,6,1.1022924092473347
random_n06_04,random,6,max,4992,6,natural,1.6539072516025641,0.14570372596153847,11.351166489998667,8.270528,0.741251,11.157526937569056,6,1.8918610816664445
random_n06_04,random,6,min,1152,6,static,9.362559027777777,0.8712300347222222,10.74636853028475,10.822793,1.017318,10.638554512944824,10.666666666666666,1.0074720497141954
random_n06_04,random,6,spectrum,768,6,high,15.608345052083333,1.4592278645833332,10.696304142012892,12.024435,1.142928,10.52072833984293,12,0.8913586785010743
random_n06_04,random,6,spectrum,1152,6,natural,16.484069444444444,0.8986649305555555,18.342842681369547,19.042129,1.062588,17.92051952403001,12,1.5285702234474623
random_n06_05,random,6,max,3456,6,high,1.5488075810185185,0.2311484375,6.700489078661924,5.367854,0.812641,6.60544324000389,6,1.1167481797769874
random_n06_05,random,6,max,4992,6,natural,1.6666268028846154,0.14534254807692307,11.466888567293777,8.334204,0.73867,11.282716233229994,6,1.911148094548963
random_n06_05,random,6,min,1152,6,static,9.406605902777777,1.1488506944444443,8.187840202617954,10.875282,1.351761,8.045269836901642,10.666666666666666,0.7676100189954332
random_n06_05,random,6,spectrum,768,6,high,15.639928385416667,1.4538203125,10.757813913414191,12.048511,1.138034,10.587127449619256,12,0.8964844927845159
random_n06_05,random,6,spectrum,1152,6,natural,16.48997829861111,0.8698585069444444,18.957081142467093,19.033842,1.026389,18.54447193023308,12,1.5797567618722577
random_n06_06,random,6,max,3456,6,high,1.5781961805555556,0.30405960648148145,5.190417098864708,5.46938,1.077071,5.078012498711785,6,0.8650695164774512
random_n06_06,random,6,max,4992,6,natural,1.6691033653846155,0.14790164262820513,11.285225341143805,8.346848,0.751395,11.108468914485723,6,1.8808708901906341
random_n06_06,random,6,min,1152,6,static,9.384190104166667,0.8668758680555555,10.82529858077127,10.848436,1.012123,10.718495676908832,10.666666666666666,1.0148717419473066
random_n06_06,random,6,spectrum,768,6,high,15.59994921875,1.4457083333333332,10.790523136005996,12.017647,1.132004,10.616258423115113,12,0.899210261333833
random_n06_06,random,6,spectrum,1152,6,natural,16.79976736111111,0.8887404513888889,18.902894917022273,19.445696,1.04606,18.58946523143988,12,1.5752412430851894
random_n06_07,random,6,max,3456,6,high,1.5773240740740742,0.24066840277777776,6.553930868650436,5.465736,0.844851,6.4694673972096854,6,1.0923218114417395
random_n06_07,random,6,max,4992,6,natural,1.6516532451923076,0.14612920673076923,11.302690831924789,8.259506,0.744793,11.089666524792793,6,1.8837818053207982
random_n06_07,random,6,min,1152,6,static,9.402725694444445,1.052099826388889,8.93710412130503,10.886849,1.239864,8.780679977804017,10.666666666666666,0.8378535113723465
random_n06_07,random,6,spectrum,768,6,high,15.75988671875,1.4382174479166667,10.957930416974861,12.178727,1.126151,10.814470705971047,12,0.9131608680812384
random_n06_07,random,6,spectrum,1152,6,natural,16.497283854166668,0.8925789930555555,18.48271579604591,19.044293,1.050192,18.134105953958894,12,1.540226316337159
random_n06_08,random,6,max,3456,6,high,1.598741898148148,0.3506889467592592,4.558860246158975,5.55472,1.238813,4.483905157598443,6,0.7598100410264959
random_n06_08,random,6,max,4992,6,natural,1.6712900641025643,0.1451716746794872,11.512507986096258,8.357513,0.737788,11.3277974160599,6,1.9187513310160431
random_n06_08,random,6,min,1152,6,static,9.440885416666665,0.9725043402777779,9.707808002142233,10.913864,1.134493,9.620036439184728,10.666666666666666,0.9101070002008343
random_n06_08,random,6,spectrum,768,6,high,16.023110677083334,1.4604661458333332,10.971230468297259,12.381072,1.143298,10.829260612718643,12,0.9142692056914382
random_n06_08,random,6,spectrum,1152,6,natural,16.7182109375,0.871953125,19.17329092375235,19.296856,1.028074,18.769909559039522,12,1.5977742436460292
random_n06_09,random,6,max,3456,6,high,1.579919849537037,0.24130642361111113,6.547359269984591,5.475318,0.846715,6.466541870641243,6,1.0912265449974319
random_n06_09,random,6,max,4992,6,natural,1.6560576923076924,0.15264383012820515,10.849162333759406,8.282165,0.788058,10.509588126762244,6,1.8081937222932343
random_n06_09,random,6,min,1152,6,static,9.347263020833333,0.9239036458333334,10.117140529738231,10.804471,1.09177,9.89628859558332,10.666666666666666,0.9484819246629592
random_n06_09,random,6,spectrum,768,6,high,15.658234375,1.4561002604166668,10.753541360207816,12.062107,1.141579,10.566160554810487,12,0.8961284466839846
random_n06_09,random,6,spectrum,1152,6,natural,16.55105295138889,0.92384375,17.915424498340645,19.142638,1.108731,17.265358324065986,12,1.492952041528387
random_n07_00,random,7,max,2176,7,high,3.60796875,0.4573469669117647,7.888909320559855,7.872038,1.012537,7.7745682380001915,7,1.126987045794265
random_n07_00,random,7,max,2176,7,natural,3.8897504595588233,0.1921594669117647,20.24230459249197,8.485166,0.437164,19.40957169391807,7,2.8917577989274243
random_n07_00,random,7,min,384,7,static,45.698559895833334,2.3683828125,19.295259049610813,17.720197,0.930077,19.052397812224147,18.285714285714285,1.0552094792755915
random_n07_00,random,7,spectrum,256,7,high,68.78943359375,4.67313671875,14.7201842646175,17.724699,1.259458,14.073275170748053,14,1.0514417331869643
random_n07_00,random,7,spectrum,640,7,natural,72.895625,1.901046875,38.344990835641546,46.775531,1.279395,36.56066422019783,14,2.738927916831539
random_n07_01,random,7,max,2176,7,high,3.600893382352941,0.4104462316176471,8.773118389127685,7.879238,0.9101,8.657551917371718,7,1.2533026270182408
random_n07_01,random,7,max,2176,7,natural,3.8941773897058822,0.1969342830882353,19.773994292101584,8.497385,0.445678,19.066198017402698,7,2.8248563274430833
random_n07_01,random,7,min,384,7,static,45.92457291666666,2.42453125,18.941629610534683,17.793376,0.951366,18.702976562122252,18.285714285714285,1.0358703693261155
random_n07_01,random,7,spectrum,256,7,high,69.03397265625,4.9216875,14.026484342260657,17.907749,1.321374,13.552369730295888,14,1.001891738732904
random_n07_01,random,7,spectrum,640,7,natural,73.1008421875,2.0412375,35.81202196584181,46.905467,1.367934,34.28927638321732,14,2.5580015689887006
random_n07_02,random,7,max,2176,7,high,3.6372849264705884,0.4271888786764706,8.514465399332805,7.93569,0.948857,8.363420410030173,7,1.2163521999046865
random_n07_02,random,7,max,2176,7,natural,3.8066861213235295,0.19811167279411765,19.214850228837996,8.304567,0.449313,18.482810423913843,7,2.7449786041197135
random_n07_02,random,7,min,384,7,static,45.321484375,2.2291901041666664,20.330919417903317,17.517965,0.876113,19.995097664342385,18.285714285714285,1.1118471556665876
random_n07_02,random,7,spectrum,256,7,high,68.75435546875,4.67056640625,14.720774631690317,17.715013,1.261279,14.04527705606769,14,1.051483902263594
random_n07_02,random,7,spectrum,640,7,natural,71.0564453125,1.9978203125,35.5669851126814,45.61215,1.343275,33.95592860732166,14,2.5404989366201
random_n07_03,random,7,max,2176,7,high,3.6224149816176467,0.4237256433823529,8.548963316692461,7.925465,0.940042,8.430969041808769,7,1.2212804738132088
random_n07_03,random,7,max,2176,7,natural,3.975823988970588,0.19819761029411764,20.059898719619365,8.694974,0.448467,19.388213625528746,7,2.8656998170884806
random_n07_03,random,7,min,384,7,static,46.13522916666666,2.1023645833333333,21.94444747234017,17.839273,0.827485,21.55842462401131,18.285714285714285,1.200086971143603
random_n07_03,random,7,spectrum,256,7,high,68.45548046875,4.89746875,13.977726855071817,17.638577,1.315184,13.411489951215954,14,0.9984090610765584
random_n07_03,random,7,spectrum,640,7,natural,73.3867625,1.9441984374999999,37.74653918268053,47.081963,1.311544,35.89811931585978,14,2.6961813701914665
random_n07_04,random,7,max,2176,7,high,3.636046875,0.4225303308823529,8.605410332098504,7.934319,0.936835,8.469281143424404,7,1.2293443331569291
random_n07_04,random,7,max,2176,7,natural,3.9073115808823533,0.21800459558823532,17.923069788227952,8.523358,0.566802,15.037628660449327,7,2.560438541175422
random_n07_04,random,7,min,384,7,static,46.2062265625,2.1776510416666666,21.2183796569794,17.87642,0.856254,20.877473273117555,18.285714285714285,1.1603801374910612
random_n07_04,random,7,spectrum,256,7,high,73.5758359375,4.712953125,15.611408385798446,19.08363,1.268671,15.042221348166702,14,1.1151005989856033
random_n07_04,random,7,spectrum,640,7,natural,78.09595625,2.014275,38.77124833997344,50.095546,1.358978,36.862661500038996,14,2.7693748814266743
random_n07_05,random,7,max,2176,7,high,3.6454747242647056,0.44161810661764705,8.254812630273236,7.953783,0.978381,8.129535426382974,7,1.1792589471818908
random_n07_05,random,7,max,2176,7,natural,3.8572504595588235,0.19356341911764707,19.927579690119043,8.414847,0.440607,19.098305292471522,7,2.8467970985884348
random_n07_05,random,7,min,384,7,static,46.563015625,2.3592005208333333,19.73677744380655,18.117644,0.943023,19.21230341147565,18.285714285714285,1.0793550164581707
random_n07_05,random,7,spectrum,256,7,high,68.97529296875,4.7356640625,14.56507304116866,17.864871,1.278924,13.968672884393444,14,1.0403623600834757
random_n07_05,random,7,spectrum,640,7,natural,72.62353125,1.8923875000000001,38.376670343679606,46.656501,1.274875,36.59692205118149,14,2.741190738834258
random_n07_06,random,7,max,2176,7,high,3.762922794117647,0.4299627757352941,8.751740863339956,8.23102,0.952979,8.63714730335086,7,1.2502486947628508
random_n07_06,random,7,max,2176,7,natural,3.887313878676471,0.1945330882352941,19.982790146088867,8.479572,0.441204,19.21916392417113,7,2.8546843065841236
random_n07_06,random,7,min,384,7,static,45.66301302083333,2.1187369791666666,21.551997000964853,17.648683,0.833331,21.178478899740917,18.285714285714285,1.1786248359902656
random_n07_06,random,7,spectrum,256,7,high,73.17759375,5.01021484375,14.605679802590801,18.846867,1.344669,14.015989808644358,14,1.0432628430422002
random_n07_06,random,7,spectrum,640,7,natural,77.6116578125,1.8646171875,41.623373597965404,49.787235,1.257183,39.602217815544755,14,2.973098114140386
random_n07_07,random,7,max,2176,7,high,3.624794117647059,0.4470137867647059,8.10890899782256,7.908941,0.989731,7.991000585007441,7,1.1584155711175086
random_n07_07,random,7,max,2176,7,natural,3.818944393382353,0.20756801470588235,18.398520594773153,8.332166,0.486671,17.120736596180993,7,2.628360084967593
random_n07_07,random,7,min,384,7,static,45.911432291666664,2.072390625,22.153850600277956,17.743182,0.820189,21.633040677209767,18.285714285714285,1.2115387047027009
random_n07_07,random,7,spectrum,256,7,high,73.21582421875,4.72757421875,15.486975102023617,18.854689,1.2711,14.833364015419717,14,1.1062125072874012
random_n07_07,random,7,spectrum,640,7,natural,76.408253125,1.9371109375000002,39.44443843965441,49.040142,1.302948,37.63783512465578,14,2.8174598885467437
random_n07_08,random,7,max,2176,7,high,3.6206272977941176,0.42831433823529413,8.453201246335883,7.899704,0.949161,8.322828266226699,7,1.2076001780479833
random_n07_08,random,7,max,2176,7,natural,3.852897058823529,0.1974641544117647,19.51188087934798,8.405283,0.447333,18.789767354521132,7,2.787411554192569
random_n07_08,random,7,min,384,7,static,45.534052083333336,2.6404244791666667,17.244974223880906,17.59947,1.055679,16.67123244849997,18.285714285714285,0.9430845278684871
random_n07_08,random,7,spectrum,256,7,high,73.49318359375,5.18170703125,14.183199310676004,18.928539,1.387909,13.63817008175608,14,1.013085665048286
random_n07_08,random,7,spectrum,640,7,natural,77.36056875,1.9283,40.118533812166156,49.757244,1.300934,38.247323845790795,14,2.8656095580118683
random_n07_09,random,7,max,2176,7,high,3.6725055147058825,0.5224273897058823,7.029695584631273,8.034351,1.172324,6.853353680381874,7,1.004242226375896
random_n07_09,random,7,max,2176,7,natural,3.936260569852941,0.19664476102941178,20.017113851633212,8.608252,0.445033,19.342952095687288,7,2.8595876930904587
random_n07_09,random,7,min,384,7,static,46.301752604166666,2.9290026041666666,15.808027121006955,17.954378,1.167857,15.373781207801983,18.285714285714285,0.8645014831800679
random_n07_09,random,7,spectrum,256,7,high,68.816640625,5.29655859375,12.992708266496745,17.818547,1.482534,12.01898034041715,14,0.9280505904640532
random_n07_09,random,7,spectrum,640,7,natural,71.23760468750001,1.9460796875000002,36.605697672644766,45.706242,1.318991,34.652429015815876,14,2.6146926909031976
random_n08_00,random,8,max,1280,8,high,9.027456249999998,0.8184625,11.029773813705575,11.639059,1.079325,10.783646260394226,8,1.3787217267131968
random_n08_00,random,8,max,1664,8,natural,8.959740985576923,0.34175,26.217237704687413,14.949462,0.633833,23.585805724851816,8,3.2771547130859267
random_n08_00,random,8,min,256,8,static,369.09655859375,5.6161171875,65.7209503062475,94.90916,1.480075,64.12456125534179,32.0,2.0537796970702344
random_n08_00,random,8,spectrum,128,8,high,391.83853125,14.226265625,27.543316115328054,50.578009,2.045123,24.731035248246684,16,1.7214572572080034
random_n08_00,random,8,spectrum,256,8,natural,386.10546875,4.330890625,89.15151690075294,99.261787,1.316072,75.42276334425472,16,5.571969806297059
random_n08_01,random,8,max,1280,8,high,9.110540625,0.87754921875,10.381800166123162,11.745114,1.188775,9.880014300435322,8,1.2977250207653952
random_n08_01,random,8,max,1664,8,natural,8.975125,0.2537764423076923,35.36626535696356,14.977055,0.45495,32.920222002417844,8,4.420783169620445
random_n08_01,random,8,min,256,8,static,366.3219140625,6.39540234375,57.27894733948888,94.200025,1.673698,56.282570093290424,32.0,1.7899671043590275
random_n08_01,random,8,spectrum,128,8,high,392.2530859375,14.204734375,27.61424998047526,50.776511,2.059953,24.649354135749697,16,1.7258906237797038
random_n08_01,random,8,spectrum,256,8,natural,384.74033984375,4.46581640625,86.15229665628398,98.911394,1.360911,72.68028107642601,16,5.384518541017749
random_n08_02,random,8,max,1280,8,high,9.130169531249999,0.874515625,10.440258893315942,11.727502,1.150712,10.191517947149244,8,1.3050323616644928
random_n08_02,random,8,max,1664,8,natural,8.962051682692309,0.25235576923076924,35.513559725662034,14.952766,0.452566,33.03996765112713,8,4.439194965707754
random_n08_02,random,8,min,256,8,static,371.041265625,6.29535546875,58.93889034016273,95.43624,1.649149,57.86999234150462,32.0,1.8418403231300853
random_n08_02,random,8,spectrum,128,8,high,391.6385859375,14.0740546875,27.826990489481144,50.906028,2.014739,25.266810241922155,16,1.7391869055925715
random_n08_02,random,8,spectrum,256,8,natural,387.40355078125,4.28538671875,90.40107141001532,99.601894,1.312492,75.88761988644502,16,5.6500669631259575
random_n08_03,random,8,max,1280,8,high,8.90117890625,0.8185343749999999,10.874532796805266,11.435827,1.07965,10.59216134858519,8,1.3593165996006582
random_n08_03,random,8,max,1664,8,natural,9.063959735576924,0.2868383413461539,31.59954033006564,15.122963,0.54218,27.89288243756686,8,3.949942541258205
random_n08_03,random,8,min,256,8,static,370.05028125,6.1536328125,60.135255470282424,95.298912,1.622063,58.751671174300874,32.0,1.8792267334463257
random_n08_03,random,8,spectrum,128,8,high,392.9442734375,14.0427109375,27.98208089494828,50.716556,2.016623,25.149250008553903,16,1.7488800559342674
random_n08_03,random,8,spectrum,256,8,natural,384.86687109375,4.2644921875,90.24916781929267,98.954452,1.304884,75.83390707526493,16,5.640572988705792
random_n08_04,random,8,max,1280,8,high,8.951040625,0.84927109375,10.53967418751558,11.497835,1.122259,10.245259784060543,8,1.3174592734394475
random_n08_04,random,8,max,1664,8,natural,8.955458533653847,0.252578125,35.45619215303719,14.984815,0.452524,33.113856944604045,8,4.432024019129649
random_n08_04,random,8,min,256,8,static,341.77130859375,6.296,54.28388001806702,87.91569,1.650402,53.26925803531503,32.0,1.6963712505645945
random_n08_04,random,8,spectrum,128,8,high,385.5722890625,14.0174921875,27.506510002290664,49.974293,2.00221,24.959566179371798,16,1.7191568751431665
random_n08_04,random,8,spectrum,256,8,natural,375.7243125,4.050578125,92.75819423924824,96.784337,1.251076,77.36087735677128,16,5.797387139953015
random_n08_05,random,8,max,1280,8,high,8.97973046875,0.8588734375,10.455242969078316,11.536442,1.179512,9.780690658509622,8,1.3069053711347896
random_n08_05,random,8,max,1664,8,natural,9.010472355769231,0.25092668269230767,35.90878522400142,15.035845,0.449052,33.48352752019811,8,4.4885981530001775
random_n08_05,random,8,min,256,8,static,368.23948046875,5.89975,62.4161160165685,94.688209,1.545688,61.25958731645714,32.0,1.9505036255177657
random_n08_05,random,8,spectrum,128,8,high,390.7330234375,14.2526875,27.414690979332843,50.433545,2.040521,24.716013704343155,16,1.7134181862083027
random_n08_05,random,8,spectrum,256,8,natural,385.68536328125,4.41221484375,87.41309680954947,99.15433,1.333819,74.33866963958378,16,5.463318550596842
random_n08_06,random,8,max,1280,8,high,8.9213796875,0.827684375,10.778721885984618,11.50174,1.092281,10.530019289908,8,1.3473402357480773
random_n08_06,random,8,max,1664,8,natural,9.289012620192308,0.2665324519230769,34.85133818854141,15.499375,0.475274,32.61145149955605,8,4.3564172735676765
random_n08_06,random,8,min,256,8,static,361.36521484375,6.10076171875,59.23280264055141,92.930005,1.598891,58.12153861645352,32.0,1.8510250825172316
random_n08_06,random,8,spectrum,128,8,high,391.3881484375,14.0379296875,27.880759994546025,50.599723,2.011399,25.156482130099498,16,1.7425474996591266
random_n08_06,random,8,spectrum,256,8,natural,387.25979296875,4.5918203125,84.33687875689277,99.561867,1.383831,71.9465505542223,16,5.271054922305798
random_n08_07,random,8,max,1280,8,high,9.0380328125,0.83710390625,10.796787286524504,11.610178,1.103247,10.523643390827257,8,1.349598410815563
random_n08_07,random,8,max,1664,8,natural,8.989136418269231,0.24833954326923077,36.19695961397455,14.998556,0.446841,33.565756051928986,8,4.524619951746819
random_n08_07,random,8,min,256,8,static,339.71366015625,6.00849609375,56.53888341703642,87.767372,1.573737,55.77003781445057,32.0,1.7668401067823882
random_n08_07,random,8,spectrum,128,8,high,385.448703125,14.2031953125,27.138168182885785,49.85881,2.027089,24.596260943648748,16,1.6961355114303616
random_n08_07,random,8,spectrum,256,8,natural,376.48404296875,4.2112890625,89.39876540919589,96.818422,1.292702,74.89616477734234,16,5.587422838074743
random_n08_08,random,8,max,1280,8,high,8.90950625,0.8283250000000001,10.756051368726043,11.446575,1.092394,10.478430859195491,8,1.3445064210907554
random_n08_08,random,8,max,1664,8,natural,9.044994591346155,0.2502698317307692,36.14097044295941,15.091133,0.448073,33.680076683933194,8,4.517621305369926
random_n08_08,random,8,min,256,8,static,341.0807109375,6.303015625,54.11389265554931,87.756939,1.650628,53.16578841507596,32.0,1.6910591454859158
random_n08_08,random,8,spectrum,128,8,high,386.3078671875,13.980375,27.632153442772456,49.943373,2.003161,24.93228102983235,16,1.7270095901732785
random_n08_08,random,8,spectrum,256,8,natural,376.36075390625,4.30473828125,87.42941598692575,96.942869,1.31123,73.93277228251337,16,5.464338499182859
random_n08_09,random,8,max,1280,8,high,8.91693671875,0.8444937499999999,10.558913809308832,11.462418,1.116727,10.264297361844031,8,1.319864226163604
random_n08_09,random,8,max,1664,8,natural,9.174573317307692,0.2609284855769231,35.16125614657346,15.350197,0.466269,32.92133296444756,8,4.395157018321682
random_n08_09,random,8,min,256,8,static,340.73508984375,6.5954453125,51.66218105060666,87.82619,1.726694,50.863783623502485,32.0,1.6144431578314582
random_n08_09,random,8,spectrum,128,8,high,386.4234765625,14.1061328125,27.39400526699103,49.965487,2.019211,24.745054875394402,16,1.7121253291869394
random_n08_09,random,8,spectrum,256,8,natural,377.46026171875,4.49222265625,84.02527893259966,97.429198,1.360354,71.62047378844036,16,5.251579933287479
random_n09_00,random,9,max,640,9,high,21.6661671875,1.6564484375,13.079892314788701,13.971211,1.119262,12.482520625197676,9,1.4533213683098556
random_n09_00,random,9,max,2688,9,natural,20.57872879464286,0.31870870535714285,64.56908282935815,55.397181,0.921349,60.12616391834148,9,7.174342536595351
random_n09_00,random,9,min,128,9,static,1580.06025,15.2860859375,103.36591436554588,204.112006,2.03335,100.38213096613963,56.888888888888886,1.8169789634568612
random_n09_00,random,9,spectrum,128,9,high,1584.861609375,48.3963125,32.74756954623351,204.48899,6.967046,29.350888454016236,18,1.8193094192351948
random_n09_00,random,9,spectrum,128,9,natural,1583.994421875,11.6863984375,135.54170947930254,204.372705,2.242559,91.13370261384428,18,7.530094971072363
random_n09_01,random,9,max,640,9,high,21.142571875,1.88475625,11.217669061980828,13.658638,1.329118,10.276467552166173,9,1.2464076735534253
random_n09_01,random,9,max,2688,9,natural,20.531061383928574,0.32789694940476194,62.6143714395606,55.271997,0.945237,58.47422075098626,9,6.9571523821734
random_n09_01,random,9,min,128,9,static,1604.2668203125,14.977421875,107.1123477526068,207.200561,1.98735,104.25972324955343,56.888888888888886,1.8828342378387914
random_n09_01,random,9,spectrum,128,9,high,1589.0056640625,48.296765625,32.90087117635012,205.02878,6.94085,29.539433931002687,18,1.8278261764638957
random_n09_01,random,9,spectrum,128,9,natural,1584.1898515625,11.5471484375,137.193165926382,204.396404,2.233686,91.50632810520368,18,7.621842551465666
random_n09_02,random,9,max,640,9,high,21.42945,1.6828656249999998,12.733904407845992,13.838011,1.19898,11.541486096515372,9,1.4148782675384437
random_n09_02,random,9,max,2688,9,natural,20.664653273809524,0.3472987351190476,59.50108993839572,55.66932,0.996282,55.877070949791324,9,6.611232215377303
random_n09_02,random,9,min,128,9,static,1605.615171875,14.5419453125,110.41268120399556,207.517622,1.93105,107.46361927448797,56.888888888888886,1.9408479117889845
random_n09_02,random,9,spectrum,128,9,high,1599.6954765625,48.4485703125,33.01842482129487,206.608426,6.958675,29.690771016033942,18,1.8343569345163817
random_n09_02,random,9,spectrum,128,9,natural,1592.9351015625,12.4463125,127.98450155919676,205.537326,2.355489,87.2588774560187,18,7.110250086622042
random_n09_03,random,9,max,640,9,high,21.45298125,2.0343187499999997,10.545535821266949,13.811928,1.3693,10.086853136639158,9,1.1717262023629944
random_n09_03,random,9,max,2688,9,natural,20.90716480654762,0.3528590029761905,59.250762004670605,56.279695,1.012164,55.60333602064487,9,6.583418000518956
random_n09_03,random,9,min,128,9,static,1585.6968359375,15.0793984375,105.15650491694225,204.673395,1.996727,102.50444602592142,56.888888888888886,1.8484541879931256
random_n09_03,random,9,spectrum,128,9,high,1582.5966640625,48.857078125,32.39237229892163,204.616058,7.15324,28.604668374051478,18,1.7995762388289793
random_n09_03,random,9,spectrum,128,9,natural,1589.628828125,12.218328125,130.10199201251194,205.672805,2.348902,87.56125415193993,18,7.227888445139552
random_n09_04,random,9,max,640,9,high,21.315495312499998,1.94829375,10.940596258906028,13.736521,1.307077,10.509343366917173,9,1.2156218065451143
random_n09_04,random,9,max,2688,9,natural,20.79425037202381,0.35427901785714283,58.6945580288606,56.008775,1.016419,55.104022061767836,9,6.521617558762289
random_n09_04,random,9,min,128,9,static,1600.263171875,16.1307890625,99.2055110059809,206.585136,2.135503,96.73839652765649,56.888888888888886,1.743846873152008
random_n09_04,random,9,spectrum,128,9,high,1598.247078125,48.686703125,32.82717817268511,206.228945,7.002062,29.452601962107735,18,1.8237321207047283
random_n09_04,random,9,spectrum,128,9,natural,1591.13590625,12.476015625,127.53558139680511,205.31225,2.33555,87.90745220611848,18,7.085310077600284
random_n09_05,random,9,max,640,9,high,21.541592187499997,1.612125,13.362234434364579,13.950309,1.092581,12.768214896652971,9,1.4846927149293976
random_n09_05,random,9,max,2688,9,natural,21.13232068452381,0.3669713541666667,57.58575007172408,56.972757,1.049736,54.273414458492425,9,6.3984166746360085
random_n09_05,random,9,min,128,9,static,1593.189546875,15.7741328125,101.000135209493,205.957686,2.089562,98.56500357491187,56.888888888888886,1.775393001729369
random_n09_05,random,9,spectrum,128,9,high,1594.2092265625,48.9314140625,32.58048550418387,205.704599,7.017625,29.312566430950643,18,1.8100269724546594
random_n09_05,random,9,spectrum,128,9,natural,1609.7503515625,12.1585703125,132.3963517246387,207.713644,2.300348,90.29661772914358,18,7.3553528735910385
random_n09_06,random,9,max,640,9,high,21.4805953125,1.5977375,13.444383268528153,13.83043,1.0826,12.775198595972658,9,1.4938203631697948
random_n09_06,random,9,max,2688,9,natural,20.531257440476192,0.3077425595238095,66.7156907781802,55.271121,0.889831,62.114177860739844,9,7.412854530908912
random_n09_06,random,9,min,128,9,static,1581.0396015625,15.419015625,102.53829686760564,204.026901,2.045074,99.7650456658292,56.888888888888886,1.8024309996258805
random_n09_06,random,9,spectrum,128,9,high,1580.4017421875,48.40184375,32.65168472404525,204.194387,7.261168,28.121424404448433,18,1.8139824846691808
random_n09_06,random,9,spectrum,128,9,natural,1621.9048515625,10.8663046875,149.26001968527999,209.504646,2.149118,97.484012511179,18,8.292223315848888
random_n09_07,random,9,max,640,9,high,21.351864062500002,1.5751546875,13.5554077526116,13.744795,1.067075,12.880814375746784,9,1.5061564169568444
random_n09_07,random,9,max,2688,9,natural,20.473318080357142,0.34142819940476193,59.96375845946484,55.113386,0.980614,56.202936119614854,9,6.662639828829427
random_n09_07,random,9,min,128,9,static,1582.0073671875,15.3968515625,102.74875748237895,204.337869,2.041048,100.11419084705506,56.888888888888886,1.8061305026199426
